estado,grupo,producto_normalizado,match_score,nb_categoria,nb_codigo,nb_id_fabricante,nb_nombre,nb_marca,nb_brand_key,nb_precio_ars,nb_stock,cg_fuente,cg_cate,cg_nombre,cg_marca,cg_precio_ars,cg_disponible,cg_url,diferencia_ars,diferencia_pct
solo_compragamer,discos_ssd,discos_ssd|TEAM|1000GB|SOLIDO|1000GB|FORCE|VULCAN,-,-,-,-,-,-,-,-,-,compragamer_ssd,81.0,Disco Solido SSD Team 1TB T-Force Vulcan Z 550MB/s,Team,226220.0,True,https://compragamer.com/producto/Disco_Solido_SSD_Team_1TB_T_Force_Vulcan_Z_550MB_s_13867?cate=81,-,-
solo_compragamer,discos_ssd,discos_ssd|TEAM|1000GB|SOLIDO|1000GB|MP33|GEN3|X4,-,-,-,-,-,-,-,-,-,compragamer_ssd,81.0,Disco Solido SSD M.2 Team 1TB MP33 PRO 3400MB/s NVMe PCI-E Gen3 x4,Team,264750.0,True,https://compragamer.com/producto/Disco_Solido_SSD_M_2_Team_1TB_MP33_PRO_3400MB_s_NVMe_PCI_E_Gen3_x4_13271?cate=81,-,-
solo_compragamer,discos_ssd,discos_ssd|TEAM|1000GB|SOLIDO|1000GB|MP44L|X4|GEN4,-,-,-,-,-,-,-,-,-,compragamer_ssd,81.0,Disco Solido SSD M.2 Team 1TB MP44L 5000MB/s NVMe PCI-E x4 Gen4,Team,343850.0,True,https://compragamer.com/producto/Disco_Solido_SSD_M_2_Team_1TB_MP44L_5000MB_s_NVMe_PCI_E_x4_Gen4_15008?cate=81,-,-
solo_compragamer,discos_ssd,discos_ssd|TEAM|1000GB|SOLIDO|1000GB|NV5000|X4|GEN4,-,-,-,-,-,-,-,-,-,compragamer_ssd,81.0,Disco Solido SSD M.2 Team 1TB NV5000 4500MB/s NVMe PCI-E x4 Gen4,Team,311000.0,True,https://compragamer.com/producto/Disco_Solido_SSD_M_2_Team_1TB_NV5000_4500MB_s_NVMe_PCI_E_x4_Gen4_20090?cate=81,-,-
solo_compragamer,discos_ssd,discos_ssd|TEAM|256GB|SOLIDO|256GB|GX2,-,-,-,-,-,-,-,-,-,compragamer_ssd,81.0,Disco Solido SSD Team 256GB GX2 530MB/s,Team,80710.0,True,https://compragamer.com/producto/Disco_Solido_SSD_Team_256GB_GX2_530MB_s_10110?cate=81,-,-
solo_compragamer,discos_ssd,discos_ssd|TEAM|512GB|SOLIDO|512GB|MP33|GEN3|X4,-,-,-,-,-,-,-,-,-,compragamer_ssd,81.0,Disco Solido SSD M.2 Team 512GB MP33 1700MB/s NVMe PCI-E Gen3 x4,Team,151090.0,True,https://compragamer.com/producto/Disco_Solido_SSD_M_2_Team_512GB_MP33_1700MB_s_NVMe_PCI_E_Gen3_x4_10116?cate=81,-,-
solo_compragamer,discos_ssd,discos_ssd|TEAM|512GB|SOLIDO|512GB|QX,-,-,-,-,-,-,-,-,-,compragamer_ssd,81.0,Disco Solido SSD Team 512GB QX 560MB/s,Team,140600.0,True,https://compragamer.com/producto/Disco_Solido_SSD_Team_512GB_QX_560MB_s_19407?cate=81,-,-
solo_compragamer,discos_ssd,discos_ssd|WD|1000GB|SOLIDO|1000GB|SN5100|GEN4|X4,-,-,-,-,-,-,-,-,-,compragamer_ssd,81.0,Disco Solido SSD M.2 WD 1TB Blue SN5100 7100MB/s NVMe PCI-E Gen4 x4,Western Digital,289900.0,True,https://compragamer.com/producto/Disco_Solido_SSD_M_2_WD_1TB_Blue_SN5100_7100MB_s_NVMe_PCI_E_Gen4_x4_19534?cate=81,-,-
solo_distribuidor,discos_ssd,discos_ssd|ADATA|1000GB|SU650|1000GB,-,DISCOS SSD,121572,ASU650SS-1TT-R,DISCO SSD ADATA SU650 2.5 1TB,ADATA,ADATA,241213.65,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|ADATA|256GB|SU650|256GB,-,DISCOS SSD,115239,ASU650SS-256GT-R,DISCO SSD ADATA SU650 2.5 256GB,ADATA,ADATA,84787.89,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|ADATA|512GB|SU650|512GB,-,DISCOS SSD,121571,ASU650SS-512GT-R,DISCO SSD ADATA SU650 2.5 512GB,ADATA,ADATA,132085.53,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|NETAC|1000GB|N535N|2280|SATAIII|3D|NAND,-,DISCOS SSD,115743,NT01N535N-001T-N8X,DISCO SSD NETAC N535N M.2 2280 SATAIII 3D NAND SSD 1TB,NETAC ,NETAC,238006.14,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|NETAC||N535N|2280|SATAIII|3D|NAND,-,DISCOS SSD,115741,NT01N535N-256G-N8X,DISCO SSD NETAC N535N M.2 2280 SATAIII 3D NAND SSD 256 GB,NETAC ,NETAC,75761.51,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|NETAC||N535N|2280|SATAIII|3D|NAND,-,DISCOS SSD,115742,NT01N535N-512G-N8X,DISCO SSD NETAC N535N M.2 2280 SATAIII 3D NAND SSD 512 GB,NETAC ,NETAC,141338.34,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|NETAC||SA500|SATA3|240,-,DISCOS SSD,117543,NT01SA500-240-S3X,DISCO SSD NETAC SA500 2.5 SATA3 240 GB,NETAC ,NETAC,73690.56,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|NETAC||SA500|SATA3|480,-,DISCOS SSD,117544,NT01SA500-480-S3X,DISCO SSD NETAC SA500 2.5 SATA3 480 GB,NETAC ,NETAC,124359.79,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|NETAC||SA500|SATA3|960,-,DISCOS SSD,119117,NT01SA500-960-S3X,DISCO SSD NETAC SA500 2.5 SATA3 960 GB,NETAC ,NETAC,221656.81,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|PATRIOT|1000GB|P300|1000GB|2280|GEN3|X4,-,DISCOS SSD,113158,P300P1TBM28,DISCO SSD PATRIOT P300 1TB M.2 2280 PCIE GEN3 X4 PE000693,PATRIOT                                           ,PATRIOT,288233.06,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|PATRIOT|256GB|P220|256GB|SATA3|PS001662,-,DISCOS SSD,121672,P220S256G25,DISCO SSD PATRIOT P220 256GB 2.5 SATA3 PS001662,PATRIOT                                           ,PATRIOT,78687.16,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|PATRIOT|512GB|P210|SOLID|512GB|SATA3|PE000718,-,DISCOS SSD,108618,P210S512G25,DISCO SSD PATRIOT P210 SOLID 512GB SATA3 PE000718,PATRIOT                                           ,PATRIOT,129574.0,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|PATRIOT|512GB|P320|SOLID|512GB|PE000997,-,DISCOS SSD,121673,P320P512GM28,DISCO SSD PATRIOT P320 SOLID 512GB M.2 PE000997,PATRIOT                                           ,PATRIOT,171585.0,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|PATRIOT||BURST|ELITE|SOLID|960|SATA3,-,DISCOS SSD,113155,PBE960GS25SSDR,DISCO SSD PATRIOT BURST ELITE SOLID 960 GB SATA3 PE000778,PATRIOT                                           ,PATRIOT,229245.24,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|SANDISK|1000GB|1000GB|G28,-,DISCOS SSD,121680,SDSSDA-1T00-G28,DISCO SSD SATA 1TB SANDISK PLUS G28,SANDISK,SANDISK,291092.74,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|SANDISK|2000GB|EXTERNO|2000GB|PORTABLE|800MBPS,-,DISCOS SSD,122555,SDSSDE30-2T00-G26,SSD EXTERNO 2TB SANDISK PORTABLE USB-C 3.2 800Mbps,SANDISK,SANDISK,418968.98,4.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|SANDISK|256GB|PEN|DRIVE|256GB|ULTRA|LUXE,-,DISCOS SSD,122553,SDCZ74-256G-G46,PEN DRIVE 256GB SANDISK ULTRA LUXE USB 3.2,SANDISK,SANDISK,71812.35,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|TOSHIBA|20000GB|HDD|20000GB|N300|NAS|CMR,-,DISCOS SSD,122550,HDWG82AXZSTA,HDD 20TB TOSHIBA N300 NAS CMR 7200RPM 1024MB,TOSHIBA                                           ,TOSHIBA,709047.34,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|WD|1000GB|1000GB|GREEN,-,DISCOS SSD,122760,WDS100T5G0A,DISCO SSD SATA 1TB WD GREEN,WD                                                ,WD,248381.35,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|WD|1000GB|1000GB|SA510,-,DISCOS SSD,122552,WDS100T3B0A,DISCO SSD SATA 1TB WD BLUE SA510,WD                                                ,WD,293278.95,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|WD|1000GB|1000GB|SN5100,-,DISCOS SSD,122761,WDS100T5B0E,DISCO SSD 1TB M.2 WD BLUE SN5100 NVME,WD                                                ,WD,269374.25,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|WD|1000GB|1000GB|SN8100,-,DISCOS SSD,121278,WDS100T1X0M,DISCO SSD M.2 1TB WD BLACK SN8100 NVME,WD                                                ,WD,425671.53,2.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|WD|1000GB|1000GB|SN850X,-,DISCOS SSD,117807,WDS100T2XHE,DISCO SSD M.2 1TB WD BLACK SN850X NVME HEATSINK,WD                                                ,WD,300743.3,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|WD|2000GB|2000GB|SN7100,-,DISCOS SSD,121681,WDS200T4X0E,DISCO SSD M.2 2TB WD BLACK SN7100 NVME,WD                                                ,WD,592280.71,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|WD|2000GB|2000GB|SN850X,-,DISCOS SSD,119842,WDS200T2XHE,DISCO SSD M.2 2TB WD BLACK SN850X NVME HEATSINK,WD                                                ,WD,562740.74,1.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|WD|500GB|500GB|GREEN|SN3000,-,DISCOS SSD,121557,WDS500G4G0E,DISCO SSD M.2 500GB WD GREEN SN3000 NVME,WD                                                ,WD,144325.4,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|WD|500GB|500GB|SN5000,-,DISCOS SSD,121679,WDS500G4B0E,DISCO SSD M.2 500GB WD BLUE SN5000 NVME,WD                                                ,WD,173404.0,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,discos_ssd,discos_ssd|WD|500GB|500GB|SN7100,-,DISCOS SSD,121067,WDS500G4X0E,DISCO SSD M.2 500GB WD BLACK SN7100 NVME,WD                                                ,WD,185259.98,10.0,-,-,-,-,-,-,-,-,-
solo_compragamer,fuentes,fuentes|ADATA|650W|80 PLUS BRONZE|XPG|650W|80|BRONZE|PYLON,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente ADATA XPG 650W 80 Plus Bronze PYLON,Adata,82550.0,True,https://compragamer.com/producto/Fuente_ADATA_XPG_650W_80_Plus_Bronze_PYLON_11735?cate=34,-,-
solo_compragamer,fuentes,fuentes|ADATA|750W|80 PLUS BRONZE|XPG|750W|80|BRONZE|PYLON,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente ADATA XPG 750W 80 Plus Bronze PYLON,Adata,93980.0,True,https://compragamer.com/producto/Fuente_ADATA_XPG_750W_80_Plus_Bronze_PYLON_11736?cate=34,-,-
solo_compragamer,fuentes,fuentes|ADATA|750W|80 PLUS GOLD|XPG|750W|80|GOLD|FULL,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente ADATA XPG 750W 80 Plus Gold Full Modular ATX 3.1 PCIe 5.1 CORE REACTOR II VE Black,Adata,142300.0,True,https://compragamer.com/producto/Fuente_ADATA_XPG_750W_80_Plus_Gold_Full_Modular_ATX_3_1_PCIe_5_1_CORE_REACTOR_II_VE_Black_18602?cate=34,-,-
solo_compragamer,fuentes,fuentes|ANTEC|1000W|80 PLUS PLATINUM|1000W|80|PLATINUM|FULL|MODULAR,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Antec 1000W 80 Plus Platinum Full Modular ATX 3.1 PCIe 5.1 HCG1000 PRO AR,Antec,326150.0,True,https://compragamer.com/producto/Fuente_Antec_1000W_80_Plus_Platinum_Full_Modular_ATX_3_1_PCIe_5_1_HCG1000_PRO_AR_18468?cate=34,-,-
solo_compragamer,fuentes,fuentes|ANTEC|1200W|80 PLUS PLATINUM|1200W|80|PLATINUM|FULL|MODULAR,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Antec 1200W 80 Plus Platinum Full Modular ATX 3.1 PCIe 5.1 HCG1200 PRO AR,Antec,373750.0,True,https://compragamer.com/producto/Fuente_Antec_1200W_80_Plus_Platinum_Full_Modular_ATX_3_1_PCIe_5_1_HCG1200_PRO_AR_18469?cate=34,-,-
solo_compragamer,fuentes,fuentes|ANTEC|650W|80 PLUS BRONZE|650W|80|BRONZE|CSK650DC|AR,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Antec 650W 80 Plus Bronze ATX 3.1 PCIe 5.1 CSK650DC AR,Antec,68100.0,True,https://compragamer.com/producto/Fuente_Antec_650W_80_Plus_Bronze_ATX_3_1_PCIe_5_1_CSK650DC_AR_18257?cate=34,-,-
solo_compragamer,fuentes,fuentes|ANTEC|750W|80 PLUS BRONZE|750W|80|BRONZE|CSK750DC|AR,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Antec 750W 80 Plus Bronze ATX 3.1 PCIe 5.1 CSK750DC AR,Antec,79200.0,True,https://compragamer.com/producto/Fuente_Antec_750W_80_Plus_Bronze_ATX_3_1_PCIe_5_1_CSK750DC_AR_18258?cate=34,-,-
solo_compragamer,fuentes,fuentes|ANTEC|750W|80 PLUS BRONZE|750W|80|BRONZE|CSK750DC|AR,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Antec 750W 80 Plus Bronze ATX 3.1 PCIe 5.1 CSK750DC White AR,Antec,98700.0,True,https://compragamer.com/producto/Fuente_Antec_750W_80_Plus_Bronze_ATX_3_1_PCIe_5_1_CSK750DC_White_AR_18259?cate=34,-,-
solo_compragamer,fuentes,fuentes|ANTEC|750W|80 PLUS GOLD|750W|80|GOLD|FULL|MODULAR,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Antec 750W 80 Plus Gold Full Modular ATX 3.1 PCIe 5.1 GSK750 AR,Antec,128300.0,True,https://compragamer.com/producto/Fuente_Antec_750W_80_Plus_Gold_Full_Modular_ATX_3_1_PCIe_5_1_GSK750_AR_18471?cate=34,-,-
solo_compragamer,fuentes,fuentes|ANTEC|850W|80 PLUS GOLD|850W|80|GOLD|FULL|MODULAR,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Antec 850W 80 Plus Gold Full Modular SFX 4.1 ATX 3.1 PCIe 5.1 SF850X AR ITX,Antec,265850.0,True,https://compragamer.com/producto/Fuente_Antec_850W_80_Plus_Gold_Full_Modular_SFX_4_1_ATX_3_1_PCIe_5_1_SF850X_AR_ITX_18470?cate=34,-,-
solo_compragamer,fuentes,fuentes|ANTEC|850W|80 PLUS GOLD|850W|80|GOLD|FULL|MODULAR,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Antec 850W 80 Plus Gold Full Modular ATX 3.1 PCIe 5.1 GSK850 AR,Antec,147550.0,True,https://compragamer.com/producto/Fuente_Antec_850W_80_Plus_Gold_Full_Modular_ATX_3_1_PCIe_5_1_GSK850_AR_18472?cate=34,-,-
solo_compragamer,fuentes,fuentes|ANTEC|850W|80 PLUS GOLD|850W|80|GOLD|FULL|MODULAR,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Antec 850W 80 Plus Gold Full Modular ATX 3.1 PCIe 5.1 GSK850 White AR,Antec,151650.0,True,https://compragamer.com/producto/Fuente_Antec_850W_80_Plus_Gold_Full_Modular_ATX_3_1_PCIe_5_1_GSK850_White_AR_18473?cate=34,-,-
solo_compragamer,fuentes,fuentes|ASROCK|650W|80 PLUS BRONZE|650W|80|BRONZE|CHALLENGER|CL,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Asrock 650W 80 Plus Bronze Challenger CL-650B,Asrock,70300.0,True,https://compragamer.com/producto/Fuente_Asrock_650W_80_Plus_Bronze_Challenger_CL_650B_18176?cate=34,-,-
solo_compragamer,fuentes,fuentes|ASROCK|850W|80 PLUS GOLD|850W|80|GOLD|STEEL|LEGEND,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Asrock 850W 80 Plus Gold Steel Legend Full Modular ATX 3.1 PCIe 5.1 Cybenetics Platinum,Asrock,152850.0,True,https://compragamer.com/producto/Fuente_Asrock_850W_80_Plus_Gold_Steel_Legend_Full_Modular_ATX_3_1_PCIe_5_1_Cybenetics_Platinum_18172?cate=34,-,-
solo_compragamer,fuentes,fuentes|ASUS|1000W|80 PLUS GOLD|TUF|1000W|80|GOLD|FULL,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente ASUS TUF Gaming 1000W 80 Plus Gold Full Modular White ATX 3.1 PCIe 5.1 1000G,Asus,257150.0,True,https://compragamer.com/producto/Fuente_ASUS_TUF_Gaming_1000W_80_Plus_Gold_Full_Modular_White_ATX_3_1_PCIe_5_1_1000G_20180?cate=34,-,-
solo_compragamer,fuentes,fuentes|ASUS|1000W|80 PLUS PLATINUM|ROG|THOR|1000W|80|PLATINUM,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente ASUS ROG Thor 3 1000W 80 Plus Platinum III 1000P3 Full Modular ATX 3.1 PCIe 5.1,Asus,651300.0,True,https://compragamer.com/producto/Fuente_ASUS_ROG_Thor_3_1000W_80_Plus_Platinum_III_1000P3_Full_Modular_ATX_3_1_PCIe_5_1_20182?cate=34,-,-
solo_compragamer,fuentes,fuentes|ASUS|1200W|80 PLUS PLATINUM|ROG|STRIX|1200W|80|PLATINUM,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente ASUS ROG Strix 1200W 80 Plus Platinum Full Modular ATX 3.1 PCIe 5.1 1200P,Asus,377350.0,True,https://compragamer.com/producto/Fuente_ASUS_ROG_Strix_1200W_80_Plus_Platinum_Full_Modular_ATX_3_1_PCIe_5_1_1200P_20181?cate=34,-,-
solo_compragamer,fuentes,fuentes|ASUS|1600W|80 PLUS|ROG|THOR|1600W|80|TITANIUM,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente ASUS ROG Thor 3 1600W 80 Plus Titanium III 1600T3 Full Modular ATX 3.1 PCIe 5.1,Asus,1232950.0,True,https://compragamer.com/producto/Fuente_ASUS_ROG_Thor_3_1600W_80_Plus_Titanium_III_1600T3_Full_Modular_ATX_3_1_PCIe_5_1_20183?cate=34,-,-
solo_compragamer,fuentes,fuentes|ASUS|650W|80 PLUS BRONZE|PRIME|650W|80|BRONZE,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente ASUS PRIME 650W 80 Plus Bronze Black,Asus,107450.0,True,https://compragamer.com/producto/Fuente_ASUS_PRIME_650W_80_Plus_Bronze_Black_18547?cate=34,-,-
solo_compragamer,fuentes,fuentes|ASUS|750W|80 PLUS BRONZE|PRIME|750W|80|BRONZE,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente ASUS PRIME 750W 80 Plus Bronze Black,Asus,125310.0,True,https://compragamer.com/producto/Fuente_ASUS_PRIME_750W_80_Plus_Bronze_Black_18548?cate=34,-,-
solo_compragamer,fuentes,fuentes|ASUS|750W|80 PLUS BRONZE|PRIME|750W|80|BRONZE,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente ASUS PRIME 750W 80 Plus Bronze White,Asus,111750.0,True,https://compragamer.com/producto/Fuente_ASUS_PRIME_750W_80_Plus_Bronze_White_20179?cate=34,-,-
solo_compragamer,fuentes,fuentes|ASUS|750W|80 PLUS GOLD|TUF|750W|80|GOLD|FULL,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente ASUS TUF Gaming 750W 80 Plus Gold Full Modular ATX 3.1 PCIe 5.1 750G,Asus,176300.0,True,https://compragamer.com/producto/Fuente_ASUS_TUF_Gaming_750W_80_Plus_Gold_Full_Modular_ATX_3_1_PCIe_5_1_750G_18544?cate=34,-,-
solo_compragamer,fuentes,fuentes|BEQUIET|750W|80 PLUS BRONZE|BE|QUIET|750W|80|BRONZE,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Be Quiet! 750W 80 Plus Bronze ATX 3.1 PCIe 5.1 SYSTEM POWER 11 U,Be Quiet!,103500.0,True,https://compragamer.com/producto/Fuente_Be_Quiet_750W_80_Plus_Bronze_ATX_3_1_PCIe_5_1_SYSTEM_POWER_11_U_18483?cate=34,-,-
solo_compragamer,fuentes,fuentes|CORSAIR|750W||750W|CYBENETICS|GOLD|RM750E|FULL,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Corsair 750W Cybenetics Gold RM750e Full Modular ATX 3.1 PCIe 5.1,Corsair,164280.0,True,https://compragamer.com/producto/Fuente_Corsair_750W_Cybenetics_Gold_RM750e_Full_Modular_ATX_3_1_PCIe_5_1_18124?cate=34,-,-
solo_compragamer,fuentes,fuentes|CORSAIR|850W|80 PLUS PLATINUM|SFX|850W|80|PLATINUM|FULL,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Corsair SFX 850W 80 Plus Platinum Full Modular SF850 ITX ATX 3.1 PCIe 5.1,Corsair,306800.0,True,https://compragamer.com/producto/Fuente_Corsair_SFX_850W_80_Plus_Platinum_Full_Modular_SF850_ITX_ATX_3_1_PCIe_5_1_18588?cate=34,-,-
solo_compragamer,fuentes,fuentes|COUGAR|850W|80 PLUS GOLD|850W|80|GOLD|FULL|MODULAR,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Cougar 850W 80 Plus Gold Full Modular ATX 3.1 PCIe 5.1 GEX PRO AR,Cougar,146800.0,True,https://compragamer.com/producto/Fuente_Cougar_850W_80_Plus_Gold_Full_Modular_ATX_3_1_PCIe_5_1_GEX_PRO_AR_18506?cate=34,-,-
solo_compragamer,fuentes,fuentes|DEEPCOOL|550W|80 PLUS BRONZE|550W|80|BRONZE|PL550D,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Deepcool 550W 80 Plus Bronze PL550D ATX 3.1 PCIe 5.1,Deepcool,67700.0,True,https://compragamer.com/producto/Fuente_Deepcool_550W_80_Plus_Bronze_PL550D_ATX_3_1_PCIe_5_1_18201?cate=34,-,-
solo_compragamer,fuentes,fuentes|DEEPCOOL|650W|80 PLUS BRONZE|650W|80|BRONZE|PL650D,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Deepcool 650W 80 Plus Bronze PL650D ATX 3.1 PCIe 5.1,Deepcool,70750.0,True,https://compragamer.com/producto/Fuente_Deepcool_650W_80_Plus_Bronze_PL650D_ATX_3_1_PCIe_5_1_18202?cate=34,-,-
solo_compragamer,fuentes,fuentes|DEEPCOOL|750W|80 PLUS BRONZE|750W|80|BRONZE|PL750D,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Deepcool 750W 80 Plus Bronze PL750D ATX 3.1 PCIe 5.1,Deepcool,84990.0,True,https://compragamer.com/producto/Fuente_Deepcool_750W_80_Plus_Bronze_PL750D_ATX_3_1_PCIe_5_1_18203?cate=34,-,-
solo_compragamer,fuentes,fuentes|LIANLI|1000W|80 PLUS GOLD|LIAN|LI|1000W|80|GOLD,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Lian Li 1000W 80 Plus Gold Full Modular ATX 3.1 PCIe 5.1 Edge Black,Lian Li,222500.0,True,https://compragamer.com/producto/Fuente_Lian_Li_1000W_80_Plus_Gold_Full_Modular_ATX_3_1_PCIe_5_1_Edge_Black_18816?cate=34,-,-
solo_compragamer,fuentes,fuentes|LIANLI|1000W|80 PLUS GOLD|LIAN|LI|1000W|80|GOLD,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Lian Li 1000W 80 Plus Gold Full Modular ATX 3.1 PCIe 5.1 Edge White,Lian Li,225450.0,True,https://compragamer.com/producto/Fuente_Lian_Li_1000W_80_Plus_Gold_Full_Modular_ATX_3_1_PCIe_5_1_Edge_White_18817?cate=34,-,-
solo_compragamer,fuentes,fuentes|LIANLI|1200W|80 PLUS GOLD|LIAN|LI|1200W|80|GOLD,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Lian Li 1200W 80 Plus Gold Full Modular ATX 3.1 PCIe 5.1 Edge Black,Lian Li,262250.0,True,https://compragamer.com/producto/Fuente_Lian_Li_1200W_80_Plus_Gold_Full_Modular_ATX_3_1_PCIe_5_1_Edge_Black_18818?cate=34,-,-
solo_compragamer,fuentes,fuentes|LIANLI|750W|80 PLUS GOLD|LIAN|LI|750W|80|GOLD,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Lian Li 750W 80 Plus Gold Full Modular ATX 3.1 PCIe 5.1 Edge Black,Lian Li,158750.0,True,https://compragamer.com/producto/Fuente_Lian_Li_750W_80_Plus_Gold_Full_Modular_ATX_3_1_PCIe_5_1_Edge_Black_18814?cate=34,-,-
solo_compragamer,fuentes,fuentes|LIANLI|850W|80 PLUS GOLD|LIAN|LI|850W|80|GOLD,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Lian Li 850W 80 Plus Gold Full Modular ATX 3.1 PCIe 5.1 Edge Black,Lian Li,173150.0,True,https://compragamer.com/producto/Fuente_Lian_Li_850W_80_Plus_Gold_Full_Modular_ATX_3_1_PCIe_5_1_Edge_Black_18815?cate=34,-,-
solo_compragamer,fuentes,fuentes|LIANLI|850W|80 PLUS GOLD|LIAN|LI|850W|80|GOLD,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Lian Li 850W 80 Plus Gold Full Modular ATX 3.1 PCIe 5.1 Edge White,Lian Li,179750.0,True,https://compragamer.com/producto/Fuente_Lian_Li_850W_80_Plus_Gold_Full_Modular_ATX_3_1_PCIe_5_1_Edge_White_18820?cate=34,-,-
solo_compragamer,fuentes,fuentes|SEASONIC|1000W|80 PLUS GOLD|1000W|80|GOLD|FOCUS|GX,-,-,-,-,-,-,-,-,-,compragamer_fuentes,34.0,Fuente Seasonic 1000W 80 Plus Gold FOCUS GX ATX 3.1 PCIe 5.1 SRP-FGX102,Seasonic,353100.0,True,https://compragamer.com/producto/Fuente_Seasonic_1000W_80_Plus_Gold_FOCUS_GX_ATX_3_1_PCIe_5_1_SRP_FGX102_19483?cate=34,-,-
