estado,grupo,producto_normalizado,match_score,nb_categoria,nb_codigo,nb_id_fabricante,nb_nombre,nb_marca,nb_brand_key,nb_precio_ars,nb_stock,cg_fuente,cg_cate,cg_nombre,cg_marca,cg_precio_ars,cg_disponible,cg_url,diferencia_ars,diferencia_pct
solo_distribuidor,memorias,memorias|32GB|DDR4|3200|,-,MEMORIAS,117831,AD4S320032G22-SGN,MEMORIA ADATA SODIMM DDR4 32GB 3200 G22 SGN,ADATA,ADATA,501437.76,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|32GB|DDR5|6000|CL42,-,MEMORIAS,118928,PVER532G60C42W,MEMORIA PATRIOT DDR5 VIPER ELITE 5 32GB 6000 MHZ RGB CL42 WHITE SINGLE PE000940,PATRIOT                                           ,PATRIOT,789550.67,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|32GB|DDR5||CL32,-,MEMORIAS,120637,PVX532G70C32K,MEMORIA PATRIOT VIPER XTREME 5 DDR5 32GB 7000MT/S CL32 BLK HS DUAL KIT PE001039,PATRIOT                                           ,PATRIOT,1335014.31,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|32GB|DDR5||CL36,-,MEMORIAS,121677,VEUR532G6036K,MEMORIA PATRIOT DDR5 VIPER ELITE 5 ULTRA RGB DDR5 32GB CL36 BLACK HS KIT PE001162,PATRIOT                                           ,PATRIOT,976088.62,7.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|8GB|DDR4|3200|CL16,-,MEMORIAS,122625,NTSHD4P32SP-08W,MEMORIA NETAC SHADOW III DDR4 3200 8GB C16 WHITE,NETAC ,NETAC,119949.89,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|8GB|DDR4|3200|CL16,-,MEMORIAS,116370,NTSDD4P32SP-08R,MEMORIA NETAC SHADOW DDR4 3200 8GB C16 RED,NETAC ,NETAC,124356.01,4.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|8GB|DDR4|3200|CL16,-,MEMORIAS,116373,NTSDD4P32SP-08B,MEMORIA NETAC SHADOW DDR4 3200 8GB C16 BLUE,NETAC ,NETAC,124356.01,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|8GB|DDR4|3200|CL16,-,MEMORIAS,116376,NTSDD4P32SP-08Y,MEMORIA NETAC SHADOW DDR4 3200 8GB C16 GOLD YELLOW,NETAC ,NETAC,124356.01,4.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|8GB|DDR4|3200|CL16,-,MEMORIAS,116794,NTBSD4P32SP-08,MEMORIA NETAC BASIC DDR4 DIMM 8GB 3200 C16,NETAC ,NETAC,121513.18,4.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias|8GB|DDR4|3200|CL18,-,MEMORIAS,116345,PVE248G320C8,MEMORIA PATRIOT DDR4 VIPER ELITE 2 8GB 3200 MHZ CL18 RED/BLK PE000830,PATRIOT                                           ,PATRIOT,134244.34,2.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias||DDR4|3200|,-,MEMORIAS,117957,PSD416G32002S,MEMORIA PATRIOT SIGNATURE LINE SODIMM DDR4 16 GB 3200 MHZ PS001570,PATRIOT                                           ,PATRIOT,220554.89,10.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,memorias,memorias||DDR4|3600|,-,MEMORIAS,104291,F4-3600C18D-16GTRG,MEMORIA GSKILL TRIDENT Z ROYAL DDR4 16 GB 3600 RGB GOLD 2X8 1.35,G.SKILL                                           ,GSKILL,321859.33,10.0,-,-,-,-,-,-,-,-,-
solo_compragamer,monitores,monitores|ACER|23|180HZ|NITRO|23|KG241Y|FHD|VA|180HZ,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Acer Nitro 23.8"" KG241Y FHD VA 180Hz 1ms AMD FreeSync Premium",Acer,242350.0,True,https://compragamer.com/producto/Monitor_Gamer_Acer_Nitro_23_8_KG241Y_FHD_VA_180Hz_1ms_AMD_FreeSync_Premium_15869?cate=5,-,-
solo_compragamer,monitores,monitores|ACER|23|200HZ|NITRO|KG241Y|X1BIIP|23|FHD|IPS,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Acer Nitro KG241Y X1biip 23.8"" FHD IPS 200Hz Freesync",Acer,237050.0,True,https://compragamer.com/producto/Monitor_Gamer_Acer_Nitro_KG241Y_X1biip_23_8_FHD_IPS_200Hz_Freesync_17817?cate=5,-,-
solo_compragamer,monitores,monitores|ACER|27|160HZ|NITRO|XV273K|V3|27|4K|UHD,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Acer Nitro XV273K V3 27"" 4K UHD IPS 160Hz 0.5ms AMD Freesync Premium Speakers",Acer,873800.0,True,https://compragamer.com/producto/Monitor_Gamer_Acer_Nitro_XV273K_V3_27_4K_UHD_IPS_160Hz_0_5ms_AMD_Freesync_Premium_Speakers_16904?cate=5,-,-
solo_compragamer,monitores,monitores|ACER|27|180HZ|NITRO|27|KG271|M3|FHD|IPS,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Acer Nitro 27"" KG271 M3 FHD IPS 180Hz 0.5ms AMD FreeSync Premium",Acer,272500.0,True,https://compragamer.com/producto/Monitor_Gamer_Acer_Nitro_27_KG271_M3_FHD_IPS_180Hz_0_5ms_AMD_FreeSync_Premium_15870?cate=5,-,-
solo_compragamer,monitores,monitores|ACER|27|180HZ|NITRO|KG271U|N3BIIP|27|QHD|IPS,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Acer Nitro KG271U N3biip 27"" QHD IPS 180Hz 0.5ms AMD FreeSync",Acer,380000.0,True,https://compragamer.com/producto/Monitor_Gamer_Acer_Nitro_KG271U_N3biip_27_QHD_IPS_180Hz_0_5ms_AMD_FreeSync_17819?cate=5,-,-
solo_compragamer,monitores,monitores|ACER|27|200HZ|NITRO|KG271|X1BIIP|27|FHD|IPS,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Acer Nitro KG271 X1biip 27"" FHD IPS 200Hz Freesync",Acer,283550.0,True,https://compragamer.com/producto/Monitor_Gamer_Acer_Nitro_KG271_X1biip_27_FHD_IPS_200Hz_Freesync_17818?cate=5,-,-
solo_compragamer,monitores,monitores|ACER|34|200HZ|NITRO|ED340CUR|34|WQHD|1440P|VA,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Acer Nitro ED340CUR 34"" WQHD 1440p VA 200Hz 1ms Freesync",Acer,730500.0,True,https://compragamer.com/producto/Monitor_Gamer_Acer_Nitro_ED340CUR_34_WQHD_1440p_VA_200Hz_1ms_Freesync_17821?cate=5,-,-
solo_compragamer,monitores,monitores|ASROCK|24|120HZ|CHALLENGER|CL25FFA|24|IPS|FHD|120HZ,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer AsRock Challenger CL25FFA 24.5"" IPS FHD 120Hz Flicker Free Technology",Asrock,171550.0,True,https://compragamer.com/producto/Monitor_Gamer_AsRock_Challenger_CL25FFA_24_5_IPS_FHD_120Hz_Flicker_Free_Technology_18178?cate=5,-,-
solo_compragamer,monitores,monitores|ASROCK|27|120HZ|CHALLENGER|CL27FFA|27|IPS|FHD|120HZ,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer AsRock Challenger CL27FFA 27"" IPS FHD 120Hz Flicker Free Technology",Asrock,193300.0,True,https://compragamer.com/producto/Monitor_Gamer_AsRock_Challenger_CL27FFA_27_IPS_FHD_120Hz_Flicker_Free_Technology_18179?cate=5,-,-
solo_compragamer,monitores,monitores|ASROCK|27|180HZ|PHANTOM|PG27FFT1A|27|FHD|IPS|180HZ,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer AsRock Phantom PG27FFT1A 27"" FHD IPS 180Hz FreeSync",Asrock,260600.0,True,https://compragamer.com/producto/Monitor_Gamer_AsRock_Phantom_PG27FFT1A_27_FHD_IPS_180Hz_FreeSync_18136?cate=5,-,-
solo_compragamer,monitores,monitores|ASROCK|31|165HZ|PHANTOM|PG32QF2B|31|VA|QHD|1440P,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer AsRock Phantom PG32QF2B 31.5"" VA QHD 1440p 165Hz FreeSync Antena WiFi Integrada",Asrock,579450.0,True,https://compragamer.com/producto/Monitor_Gamer_AsRock_Phantom_PG32QF2B_31_5_VA_QHD_1440p_165Hz_FreeSync_Antena_WiFi_Integrada_16243?cate=5,-,-
solo_compragamer,monitores,monitores|ASUS|22|100HZ|VY229HF|22|FHD|IPS|100HZ,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer ASUS VY229HF-J 22"" FHD IPS 100Hz",Asus,151800.0,True,https://compragamer.com/producto/Monitor_Gamer_ASUS_VY229HF_J_22_FHD_IPS_100Hz_16497?cate=5,-,-
solo_compragamer,monitores,monitores|ASUS|24|180HZ|TUF|VG249QL3A|24|FHD|IPS|180HZ,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer ASUS TUF VG249QL3A-J 24"" FHD IPS 180Hz Freesync Premium G-SYNC Compatible",Asus,254050.0,True,https://compragamer.com/producto/Monitor_Gamer_ASUS_TUF_VG249QL3A_J_24_FHD_IPS_180Hz_Freesync_Premium_G_SYNC_Compatible_16500?cate=5,-,-
solo_compragamer,monitores,monitores|ASUS|27|160HZ|ROG|STRIX|XG27UCS|27|4K|UHD,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer ASUS ROG Strix XG27UCS-J 27"" 4K UHD Fast IPS 160Hz AMD FreeSync Premium G-SYNC Compatible",Asus,790500.0,True,https://compragamer.com/producto/Monitor_Gamer_ASUS_ROG_Strix_XG27UCS_J_27_4K_UHD_Fast_IPS_160Hz_AMD_FreeSync_Premium_G_SYNC_Compatible_18452?cate=5,-,-
solo_compragamer,monitores,monitores|ASUS|27|180HZ|TUF|VG279Q3A|27|FHD|IPS|180HZ,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer ASUS TUF VG279Q3A-J 27"" FHD IPS 180Hz Freesync Premium G-SYNC Compatible",Asus,319150.0,True,https://compragamer.com/producto/Monitor_Gamer_ASUS_TUF_VG279Q3A_J_27_FHD_IPS_180Hz_Freesync_Premium_G_SYNC_Compatible_16501?cate=5,-,-
solo_compragamer,monitores,monitores|ASUS|32|240HZ|ROG|SWIFT|OLED|PG32UCDP|32|4K,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer ASUS ROG Swift OLED PG32UCDP-J 32"" 4K UHD 240Hz y Full HD 480Hz AMD FreeSync Premium Pro G-SYNC Compatible",Asus,2530850.0,True,https://compragamer.com/producto/Monitor_Gamer_ASUS_ROG_Swift_OLED_PG32UCDP_J_32_4K_UHD_240Hz_y_Full_HD_480Hz_AMD_FreeSync_Premium_Pro_G_SYNC_Compatible_19066?cate=5,-,-
solo_compragamer,monitores,monitores|ASUS|32|60HZ|PROART|DISPLAY|PA329CV|32|UHD|4K,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor ASUS ProArt Display PA329CV-J 32"" UHD 4K IPS 60Hz 100% sRGB / Rec.709 ΔE<2",Asus,1265950.0,True,https://compragamer.com/producto/Monitor_ASUS_ProArt_Display_PA329CV_J_32_UHD_4K_IPS_60Hz_100_sRGB_Rec_709_E_2_19065?cate=5,-,-
solo_compragamer,monitores,monitores|ASUS|34|180HZ|TUF|VG34VQL3A|34|CURVO|1500R|WQHD,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer ASUS TUF VG34VQL3A-J 34"" Curvo 1500R WQHD VA 180Hz AMD Freesync Premium Pro",Asus,769300.0,True,https://compragamer.com/producto/Monitor_Gamer_ASUS_TUF_VG34VQL3A_J_34_Curvo_1500R_WQHD_VA_180Hz_AMD_Freesync_Premium_Pro_18453?cate=5,-,-
solo_compragamer,monitores,monitores|GIGABYTE|24|144HZ|GS25F14|24|FHD|SS|IPS|144HZ,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Gigabyte GS25F14 24.5"" FHD SS IPS 144Hz 1ms Adaptive-Sync",Gigabyte,177800.0,True,https://compragamer.com/producto/Monitor_Gamer_Gigabyte_GS25F14_24_5_FHD_SS_IPS_144Hz_1ms_Adaptive_Sync_20167?cate=5,-,-
solo_compragamer,monitores,monitores|GIGABYTE|31|165HZ|GS32Q|31|QHD|IPS|165HZ|OC,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Gigabyte GS32Q 31.5"" QHD IPS 165Hz (OC 170HZ) 1ms FreeSync Premium",Gigabyte,587950.0,True,https://compragamer.com/producto/Monitor_Gamer_Gigabyte_GS32Q_31_5_QHD_IPS_165Hz_OC_170HZ_1ms_FreeSync_Premium_17216?cate=5,-,-
solo_compragamer,monitores,monitores|GIGABYTE|31|180HZ|GS32QCA|31|CURVO|1500R|QHD|VA,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Gigabyte GS32QCA 31.5"" Curvo 1500R QHD VA 180Hz 1ms FreeSync",Gigabyte,560700.0,True,https://compragamer.com/producto/Monitor_Gamer_Gigabyte_GS32QCA_31_5_Curvo_1500R_QHD_VA_180Hz_1ms_FreeSync_20169?cate=5,-,-
solo_compragamer,monitores,monitores|GIGABYTE|34|120HZ|GS34WQC|34|CURVO|1500R|WQHD|VA,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Gigabyte GS34WQC 34"" Curvo 1500R WQHD VA 120Hz (OC 135HZ) 1ms FreeSync Premium -",Gigabyte,689200.0,True,https://compragamer.com/producto/Monitor_Gamer_Gigabyte_GS34WQC_34_Curvo_1500R_WQHD_VA_120Hz_OC_135HZ_1ms_FreeSync_Premium_20170?cate=5,-,-
solo_compragamer,monitores,monitores|GIGABYTE|34|240HZ|MO34WQC2|34|CURVO|1800R|WQHD|QD,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Gigabyte MO34WQC2 34"" Curvo 1800R WQHD QD-OLED 240Hz 0.03ms FreeSync Premium Pro KVM",Gigabyte,2382050.0,True,https://compragamer.com/producto/Monitor_Gamer_Gigabyte_MO34WQC2_34_Curvo_1800R_WQHD_QD_OLED_240Hz_0_03ms_FreeSync_Premium_Pro_KVM_20172?cate=5,-,-
solo_compragamer,monitores,monitores|KTC|27|180HZ|27GR951|27|FHD|FAST|IPS|180HZ,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer KTC 27GR951 27"" FHD Fast IPS 180Hz  FreeSync Premium G-SYNC Compatible",KTC,228350.0,True,https://compragamer.com/producto/Monitor_Gamer_KTC_27GR951_27_FHD_Fast_IPS_180Hz_FreeSync_Premium_G_SYNC_Compatible_17253?cate=5,-,-
solo_compragamer,monitores,monitores|KTC|27|180HZ|27SG850|27|CURVO|1500R|QHD|1440P,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer KTC 27SG850 27"" Curvo 1500R QHD 1440p HVA 180Hz Freesync Premium G-Sync Compatible",KTC,303050.0,True,https://compragamer.com/producto/Monitor_Gamer_KTC_27SG850_27_Curvo_1500R_QHD_1440p_HVA_180Hz_Freesync_Premium_G_Sync_Compatible_17255?cate=5,-,-
solo_compragamer,monitores,monitores|LG|24|75HZ|24BR550Y|24|IPS|FHD|75HZ|PARLANTES,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor LG 24BR550Y 24"" IPS FHD 75Hz parlantes integrados",LG,443200.0,True,https://compragamer.com/producto/Monitor_LG_24BR550Y_24_IPS_FHD_75Hz_parlantes_integrados_17340?cate=5,-,-
solo_compragamer,monitores,monitores|SAMSUNG|24|100HZ|S3|S30GD|24|FHD|IPS|100HZ,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer SAMSUNG S3 S30GD 24"" FHD IPS 100Hz LS24D300GALXZB",Samsung,154700.0,True,https://compragamer.com/producto/Monitor_Gamer_SAMSUNG_S3_S30GD_24_FHD_IPS_100Hz_LS24D300GALXZB_20104?cate=5,-,-
solo_compragamer,monitores,monitores|SAMSUNG|27|165HZ|ODYSSEY|3D|GLASSES|FREE|G9|G90XF,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Samsung Odyssey 3D Glasses-Free G9 G90XF 27"" UHD 4K Fast IPS 165Hz 1ms G-SYNC AMD FreeSync Premium",Samsung,2635400.0,True,https://compragamer.com/producto/Monitor_Gamer_Samsung_Odyssey_3D_Glasses_Free_G9_G90XF_27_UHD_4K_Fast_IPS_165Hz_1ms_G_SYNC_AMD_FreeSync_Premium_18699?cate=5,-,-
solo_compragamer,monitores,monitores|SAMSUNG|27|180HZ|ODYSSEY|G3|G30D|27|VA|FHD,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Samsung Odyssey G3 G30D 27"" VA FHD 180Hz LS27DG300ELXZB",Samsung,324200.0,True,https://compragamer.com/producto/Monitor_Gamer_Samsung_Odyssey_G3_G30D_27_VA_FHD_180Hz_LS27DG300ELXZB_19214?cate=5,-,-
solo_compragamer,monitores,monitores|SAMSUNG|27|180HZ|ODYSSEY|G5|G50SF|27|QD|OLED,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Samsung Odyssey G5 G50SF 27"" QD-OLED QHD 1440p 180Hz 0.03ms G-SYNC FreeSync Premium",Samsung,969900.0,True,https://compragamer.com/producto/Monitor_Gamer_Samsung_Odyssey_G5_G50SF_27_QD_OLED_QHD_1440p_180Hz_0_03ms_G_SYNC_FreeSync_Premium_18702?cate=5,-,-
solo_compragamer,monitores,monitores|SAMSUNG|27|240HZ|ODYSSEY|G4|27|FHD|1080P|IPS,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Samsung Odyssey G4 27"" FHD 1080p IPS 240Hz 1ms G-SYNC FreeSync Premium",Samsung,414050.0,True,https://compragamer.com/producto/Monitor_Gamer_Samsung_Odyssey_G4_27_FHD_1080p_IPS_240Hz_1ms_G_SYNC_FreeSync_Premium_18698?cate=5,-,-
solo_compragamer,monitores,monitores|SAMSUNG|27|240HZ|ODYSSEY|G8|G81SF|27|UHD|4K,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Samsung Odyssey G8 G81SF 27"" UHD 4K QD-OLED 240Hz 0,03ms G-SYNC AMD FreeSync Premium Pro",Samsung,1973900.0,True,https://compragamer.com/producto/Monitor_Gamer_Samsung_Odyssey_G8_G81SF_27_UHD_4K_QD_OLED_240Hz_0_03ms_G_SYNC_AMD_FreeSync_Premium_Pro_18695?cate=5,-,-
solo_compragamer,monitores,monitores|SAMSUNG|27|300HZ|ODYSSEY|G4|27|FHD|1080P|IPS,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer Samsung Odyssey G4 27"" FHD 1080p IPS 300Hz 1ms G-SYNC FreeSync Premium",Samsung,386600.0,True,https://compragamer.com/producto/Monitor_Gamer_Samsung_Odyssey_G4_27_FHD_1080p_IPS_300Hz_1ms_G_SYNC_FreeSync_Premium_20106?cate=5,-,-
solo_compragamer,monitores,monitores|VIEWSONIC|24|180HZ|VX2428A|24|FHD|IPS|180HZ|FREESYNC,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer ViewSonic VX2428A 24"" FHD IPS 180Hz FreeSync Premium",Viewsonic,226350.0,True,https://compragamer.com/producto/Monitor_Gamer_ViewSonic_VX2428A_24_FHD_IPS_180Hz_FreeSync_Premium_15831?cate=5,-,-
solo_compragamer,monitores,monitores|VIEWSONIC|24|200HZ|VX2429|24|1080P|IPS|200HZ|FREESYNC,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer ViewSonic VX2429 24"" 1080p IPS 200Hz FreeSync Premium",Viewsonic,216900.0,True,https://compragamer.com/producto/Monitor_Gamer_ViewSonic_VX2429_24_1080p_IPS_200Hz_FreeSync_Premium_18328?cate=5,-,-
solo_compragamer,monitores,monitores|VIEWSONIC|27|180HZ|VX2718|2KPC|MHD|27|CURVO|QHD,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer ViewSonic VX2718-2KPC-MHD 27"" Curvo QHD 1440p VA 180Hz 1500R FreeSync Premium Pro Parlantes Internos",Viewsonic,381250.0,True,https://compragamer.com/producto/Monitor_Gamer_ViewSonic_VX2718_2KPC_MHD_27_Curvo_QHD_1440p_VA_180Hz_1500R_FreeSync_Premium_Pro_Parlantes_Internos_18330?cate=5,-,-
solo_compragamer,monitores,monitores|VIEWSONIC|27|200HZ|VX2729|27|1080P|IPS|200HZ|FREESYNC,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer ViewSonic VX2729 27"" 1080p IPS 200Hz FreeSync Premium",Viewsonic,259150.0,True,https://compragamer.com/producto/Monitor_Gamer_ViewSonic_VX2729_27_1080p_IPS_200Hz_FreeSync_Premium_18329?cate=5,-,-
solo_compragamer,monitores,monitores|VIEWSONIC|32|180HZ|VX3218C|2K|32|CURVO|1500R|QHD,-,-,-,-,-,-,-,-,-,compragamer_monitores,5.0,"Monitor Gamer ViewSonic VX3218C-2K 32"" Curvo 1500R QHD 1440p VA 180Hz 1ms MPRT FreeSync Premium",Viewsonic,521300.0,True,https://compragamer.com/producto/Monitor_Gamer_ViewSonic_VX3218C_2K_32_Curvo_1500R_QHD_1440p_VA_180Hz_1ms_MPRT_FreeSync_Premium_16213?cate=5,-,-
solo_distribuidor,monitores,monitores|AOC|24||24|24G42E,-,MONITORES,120314,24G42E,AOC MONITOR LED 24 24G42E,AOC,AOC,326835.76,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|AOC|24||PLANO|24|2490VX,-,MONITORES,117749,G2490VX,AOC MONITOR LED PLANO GAMER 24 2490VX,AOC,AOC,393430.07,1.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|AOC|27||PLANO|27|2790VX,-,MONITORES,117748,G2790VX,AOC MONITOR LED PLANO GAMER 27 2790VX,AOC,AOC,452601.38,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|ASUS|27|180HZ|27|AS|VG279Q3A|FHD|IPS|180HZ,-,MONITORES,119804,VG279Q3A-J,MONITOR 27 ASUS AS VG279Q3A GAMING FHD IPS 180Hz 1ms,ASUS,ASUS,253693.99,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|ASUS|27|180HZ|27|VG27AQL3A|QHD|180HZ|FAST|IPS,-,MONITORES,120416,VG27AQL3A-J,MONITOR 27 ASUS VG27AQL3A QHD 180HZ FAST IPS,ASUS,ASUS,382734.34,3.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|ASUS|||ROG|STRIX|OLED|XG27AQDMG,-,MONITORES,122783,XG27AQDMG-J,Monitor gaming ROG Strix OLED XG27AQDMG,ASUS,ASUS,1046379.73,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|BENQ|24|100HZ|24|GW2491|FHD|IPS|100HZ,-,MONITORES,120753,9H.LNELJ.LBL,MONITOR 24 BENQ GW2491 BLACK FHD IPS 100hz,BENQ,BENQ,141165.99,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|BENQ|27|100HZ|27|GW2791|FHD|IPS|100HZ,-,MONITORES,120752,9H.LNFLJ.LBL,MONITOR 27 BENQ GW2791 FHD IPS 100hz,BENQ,BENQ,189135.22,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|BENQ|27||27|GW2780|IPS|FHD|5MS|ALTAVOZ,-,MONITORES,116291,9H.LGELA.TPR,MONITOR 27 BENQ GW2780 LED IPS FHD 5ms Altavoz integrado,BENQ,BENQ,190454.52,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|DAIHATSU|19||19|LM1900|HD,-,MONITORES,121163,LM1900,MONITOR DAIHATSU LED 19 LM1900 HD HDMI VGA BLACK,Daihatsu,DAIHATSU,106753.11,1.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|DELL|22||22|P2222H|DP,-,MONITORES,118373,P2222H,MONITOR DELL LED 22 P2222H HDMI DP VGA USB,DELL                                              ,DELL,407550.04,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|GIGABYTE|24|200HZ|24|GS25F2|200HZ,-,MONITORES,120360,GS25F2 SA,MONITOR GAMER GIGABYTE 24.5 GS25F2 200hz,GIGABYTE                                          ,GIGABYTE,194232.17,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|GIGABYTE|26||26|OLED|MO27Q28G|SA,-,MONITORES,122603,MO27Q28G SA,MONITOR GAMER GIGABYTE 26.5 OLED MO27Q28G-SA,GIGABYTE                                          ,GIGABYTE,1238665.6,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|GIGABYTE|27||27|GS27FA|SA,-,MONITORES,119448,GS27FA SA,MONITOR GAMER GIGABYTE 27 GS27FA-SA,GIGABYTE                                          ,GIGABYTE,235375.66,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|HP|22||S3|22|FHD,-,MONITORES,121119,AK2F1UT,MONITOR HP S3 PRO 22 FHD,HP                                                ,HP,166418.84,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|LG|19||19|HD|20U401A,-,MONITORES,120825,20U401A-B,"MONITOR LG LED 19,5 HDMI HD 20U401A-B",LG                                                ,LG,151744.56,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|LG|24||24|BORDERLESS|24MS500,-,MONITORES,6451,24MS500,MONITOR LG LED 24 BORDERLESS 24MS500,LG                                                ,LG,203159.99,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|NOBLEX|22||22|FHD|VA|ANTIRREFLEJO|ADAPTATIVE|SM2200,-,MONITORES,120226,NXSM2200,MONITOR NOBLEX 22 FHD VA ANTIRREFLEJO ADAPTATIVE SM2200,NOBLEX,NOBLEX,147324.28,1.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|NOBLEX|27||27|FHD|ANTIGLARE|NXSM2700,-,MONITORES,119987,NXSM2700,MONITOR NOBLEX 27 FHD ANTIGLARE NXSM2700,NOBLEX,NOBLEX,188566.69,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|PHILIPS|27||27|MOD|272V8LA,-,MONITORES,117341,272V8LA/55,MONITOR PHILIPS LED 27 mod 272v8la,PHILIPS ,PHILIPS,193304.6,1.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|SAMSUNG|22||22|D300,-,MONITORES,121145,LS22D300GALXZB,MONITOR SAMSUNG LED 22 D300,SAMSUNG,SAMSUNG,155258.02,5.0,-,-,-,-,-,-,-,-,-
solo_distribuidor,monitores,monitores|SAMSUNG|24||24|D300|FULL|HD|100MHZ,-,MONITORES,121246,LS24D300GALXZB,MONITOR SAMSUNG 24 D300 FULL HD 100MHZ,SAMSUNG,SAMSUNG,170867.14,5.0,-,-,-,-,-,-,-,-,-
