estado,grupo,producto_normalizado,nb_categoria,nb_codigo,nb_id_fabricante,nb_nombre,nb_marca,nb_precio_ars,nb_stock,mexx_match_score,mexx_articulo,mexx_nombre,mexx_marca,mexx_precio_ars,mexx_disponibilidad,mexx_diferencia_ars,mexx_diferencia_pct,mexx_url,cg_match_score,cg_articulo,cg_nombre,cg_marca,cg_precio_ars,cg_disponibilidad,cg_diferencia_ars,cg_diferencia_pct,cg_url,mejor_diferencia_ars,mejor_fuente
solo_mexx,almacenamiento,almacenamiento|SEAGATE|4000GB|RIGIDO|4000GB|SKYHAWK,-,-,-,-,-,-,-,-,29900,Disco Rigido 4Tb Seagate Skyhawk,Seagate,217999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/35268-disco-rigido-4tb-seagate-skyhawk.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|SEAGATE|10000GB|RIGIDO|10000GB|SKYHAWK,-,-,-,-,-,-,-,-,30251,Disco Rigido 10Tb Seagate Skyhawk,Seagate,560999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/47271-disco-rigido-10tb-seagate-skyhawk.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|WD|2000GB|RIGIDO|2000GB|WESTERN|DIGITAL|PURPLE,-,-,-,-,-,-,-,-,30850,Disco Rigido 2Tb Western Digital WD Purple,Western Digital,155999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/29734-disco-rigido-2tb-western-digital-wd-purple.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|WD|4000GB|RIGIDO|4000GB|WESTERN|DIGITAL|PURPLE,-,-,-,-,-,-,-,-,31250,Disco Rigido 4Tb Western Digital WD Purple,Western Digital,228399.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/30015-disco-rigido-4tb-western-digital-wd-purple.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|WD|6000GB|RIGIDO|6000GB|WESTERN|DIGITAL|PURPLE,-,-,-,-,-,-,-,-,31351,Disco Rigido 6Tb Western Digital Wd Purple,Western Digital,330399.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/46738-disco-rigido-6tb-western-digital-wd-purple.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|WD|8000GB|RIGIDO|8000GB|WESTERN|DIGITAL|PURPLE,-,-,-,-,-,-,-,-,31552,Disco Rigido 8Tb Western Digital Wd Purple,Western Digital,481169.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/49865-disco-rigido-8tb-western-digital-wd-purple.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|TOSHIBA|4000GB|EXTERNO|4000GB|CANVIO|READY,-,-,-,-,-,-,-,-,32350,Disco Externo 4Tb Toshiba Canvio Ready,Toshiba,212439.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/51126-disco-externo-4tb-toshiba-canvio-ready.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|SEAGATE|4000GB|EXTERNO|4000GB|EXPANSION|STGX,-,-,-,-,-,-,-,-,32353,Disco Externo 4Tb Seagate Expansion STGX,Seagate,234489.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/47369-disco-externo-4tb-seagate-expansion-stgx.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|500GB|EXTERNO|PDP31|500GB|2230,-,-,-,-,-,-,-,-,32430,Disco Externo Ssd Patriot PDP31 500Gb M.2 2230,Patriot,190999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50137-disco-externo-ssd-patriot-pdp31-500gb-m.2-2230.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|2000GB|EXTERNO|PDP31|2000GB|2230,-,-,-,-,-,-,-,-,32432,Disco Externo Ssd Patriot PDP31 2Tb M.2 2230,Patriot,470999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50139-disco-externo-ssd-patriot-pdp31-2tb-m.2-2230.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|128GB|STORAGE|HUB|MOBILE|MD330|128GB,-,-,-,-,-,-,-,-,32500,Storage Hub Patriot Mobile MD330 128Gb,Patriot,77999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50156-storage-hub-patriot-mobile-md330-128gb.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|256GB|STORAGE|HUB|MOBILE|MD330|256GB,-,-,-,-,-,-,-,-,32501,Storage Hub Patriot Mobile MD330 256Gb,Patriot,105999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50157-storage-hub-patriot-mobile-md330-256gb.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|HIKSEMI|120GB|SOLIDO|120GB|WAVE,-,-,-,-,-,-,-,-,32789,Disco Solido Ssd 120Gb Hiksemi Wave,Hiksemi,45949.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50921-disco-solido-ssd-120gb-hiksemi-wave.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|AIMERICAN|128GB|SOLIDO|128GB|IMMORTALITY,-,-,-,-,-,-,-,-,32790,Disco Solido Ssd 128Gb Aimerican Immortality,Aimerican,43999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/51263-disco-solido-ssd-128gb-aimerican-immortality.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|KINGSTON|240GB|SOLIDO|240GB|A400,-,-,-,-,-,-,-,-,33000,Disco Solido Ssd 240Gb Kingston A400,Kingston,120999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/34641-disco-solido-ssd-240gb-kingston-a400.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|AIMERICAN|256GB|SOLIDO|256GB|IMMORTALITY,-,-,-,-,-,-,-,-,33175,Disco Solido Ssd 256Gb Aimerican Immortality,Aimerican,71299.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/49377-disco-solido-ssd-256gb-aimerican-immortality.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|ADATA|480GB|SOLIDO|480GB|SU630,-,-,-,-,-,-,-,-,33263,Disco Solido Ssd 480Gb Adata SU630,Adata,150999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/47413-disco-solido-ssd-480gb-adata-su630.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|HIKSEMI|480GB|SOLIDO|480GB|WAVE,-,-,-,-,-,-,-,-,33399,Disco Solido Ssd 480Gb Hiksemi Wave,Hiksemi,125999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50372-disco-solido-ssd-480gb-hiksemi-wave.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|KINGSTON|960GB|SOLIDO|960GB|A400,-,-,-,-,-,-,-,-,33650,Disco Solido Ssd 960Gb Kingston A400,Kingston,215439.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/35029-disco-solido-ssd-960gb-kingston-a400.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|HIKSEMI|960GB|SOLIDO|960GB|WAVE,-,-,-,-,-,-,-,-,33652,Disco Solido Ssd 960Gb Hiksemi Wave,Hiksemi,206109.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50452-disco-solido-ssd-960gb-hiksemi-wave.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|HIKSEMI|1000GB|SOLIDO|1000GB|WAVE,-,-,-,-,-,-,-,-,33797,Disco Solido Ssd 1Tb Hiksemi Wave,Hiksemi,203449.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50918-disco-solido-ssd-1tb-hiksemi-wave.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|CRUCIAL|1000GB|SOLIDO|1000GB|BX500,-,-,-,-,-,-,-,-,33845,Disco Solido Ssd 1Tb Crucial BX500,Crucial,211899.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/47023-disco-solido-ssd-1tb-crucial-bx500.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|WD|1000GB|SOLIDO|1000GB|WESTERN|DIGITAL|GREEN,-,-,-,-,-,-,-,-,33850,Disco Solido Ssd 1Tb Western Digital WD Green,Western Digital,221649.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/36061-disco-solido-ssd-1tb-western-digital-wd-green.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|HIKSEMI|2000GB|SOLIDO|2000GB|WAVE,-,-,-,-,-,-,-,-,33858,Disco Solido Ssd 2Tb Hiksemi Wave,Hiksemi,230099.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50991-disco-solido-ssd-2tb-hiksemi-wave.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|WD|2000GB|SOLIDO|2000GB|WESTERN|DIGITAL|GREEN,-,-,-,-,-,-,-,-,33859,Disco Solido Ssd 2Tb Western Digital WD Green,Western Digital,296149.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/47915-disco-solido-ssd-2tb-western-digital-wd-green.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|CRUCIAL|2000GB|SOLIDO|2000GB|BX500,-,-,-,-,-,-,-,-,33864,Disco Solido Ssd 2Tb Crucial BX500,Crucial,375509.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50034-disco-solido-ssd-2tb-crucial-bx500.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|SANDISK|2000GB|SOLIDO|2000GB,-,-,-,-,-,-,-,-,33865,Disco Solido Ssd 2Tb Sandisk Ssd Plus,Sandisk,322759.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50892-disco-solido-ssd-2tb-sandisk-ssd-plus.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|NETAC|128GB|SOLIDO|M2|128GB|535N,-,-,-,-,-,-,-,-,33930,Disco Solido Ssd M2 SATA 128Gb Netac 535N,Netac,43039.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/51266-disco-solido-ssd-m2-sata-128gb-netac-535n.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|256GB|SOLIDO|M2|256GB|P300,-,-,-,-,-,-,-,-,33967,Disco Solido Ssd M2 Pci-E 256Gb Patriot P300,Patriot,99999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50898-disco-solido-ssd-m2-pci-e-256gb-patriot-p300.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|CRUCIAL|480GB|SOLIDO|M2|480GB|E100,-,-,-,-,-,-,-,-,33983,Disco Solido Ssd M2 Pci-E 480Gb Crucial E100,Crucial,124089.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50449-disco-solido-ssd-m2-pci-e-480gb-crucial-e100.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|XPG|500GB|SOLIDO|M2|500GB|SPECTRIX|S65G,-,-,-,-,-,-,-,-,33984,Disco Solido Ssd M2 Pci-E 500Gb Xpg SPECTRIX S65G Rgb,Xpg,165999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50890-disco-solido-ssd-m2-pci-e-500gb-xpg-spectrix-s65g-rgb.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|SANDISK|500GB|SOLIDO|M2|500GB|EXTREME,-,-,-,-,-,-,-,-,33985,Disco Solido Ssd M2 Pci-E 500Gb Sandisk Extreme,Sandisk,195999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50450-disco-solido-ssd-m2-pci-e-500gb-sandisk-extreme.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|ADATA|512GB|SOLIDO|M2|512GB|LEGEND|710,-,-,-,-,-,-,-,-,34258,Disco Solido Ssd M2 Pci-E 512Gb Adata Legend 710,Adata,199999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/47416-disco-solido-ssd-m2-pci-e-512gb-adata-legend-710.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|KINGSTON|500GB|SOLIDO|M2|500GB|NV3,-,-,-,-,-,-,-,-,34262,Disco Solido Ssd M2 Pci-E Nvme 500Gb Kingston Nv3,Kingston,167549.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/48363-disco-solido-ssd-m2-pci-e-nvme-500gb-kingston-nv3.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|1000GB|SOLIDO|M2|1000GB|P300,-,-,-,-,-,-,-,-,34459,Disco Solido Ssd M2 Pci-E 1Tb Patriot P300,Patriot,279999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50900-disco-solido-ssd-m2-pci-e-1tb-patriot-p300.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|WD|1000GB|SOLIDO|M2|1000GB|WESTERN|DIGITAL,-,-,-,-,-,-,-,-,34462,Disco Solido Ssd M2 Pci-E 1Tb Western Digital WD SN350 Green,Western Digital,350999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/47951-disco-solido-ssd-m2-pci-e-1tb-western-digital-wd-sn350-green.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|KINGSTON|1000GB|SOLIDO|M2|1000GB|NV3,-,-,-,-,-,-,-,-,34463,Disco Solido Ssd M2 Pci-E Nvme 1TB Kingston Nv3,Kingston,260679.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/48362-disco-solido-ssd-m2-pci-e-nvme-1tb-kingston-nv3.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|ADATA|1000GB|SOLIDO|M2|1000GB|LEGEND|710,-,-,-,-,-,-,-,-,34476,Disco Solido Ssd M2 Pci-E 1Tb Adata Legend 710,Adata,264999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/47417-disco-solido-ssd-m2-pci-e-1tb-adata-legend-710.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|WD|1000GB|SOLIDO|M2|1000GB|WESTERN|DIGITAL,-,-,-,-,-,-,-,-,34569,Disco Solido Ssd M2 Pci-E Nvme 1Tb Western Digital Wd SN850 Black,Western Digital,1999999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/49075-disco-solido-ssd-m2-pci-e-nvme-1tb-western-digital-wd-sn850-black.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|SANDISK|2000GB|SOLIDO|M2|2000GB,-,-,-,-,-,-,-,-,34593,Disco Solido Ssd M2 Pci-E 2Tb Sandisk Plus,Sandisk,799999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/49439-disco-solido-ssd-m2-pci-e-2tb-sandisk-plus.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|128GB|PEN|DRIVE|ILUXE|CUBE|128GB,-,-,-,-,-,-,-,-,66100,Pen Drive Patriot iLuxe Cube 128GB Usb 3.2 Gen1 A,Patriot,135999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50163-pen-drive-patriot-iluxe-cube-128gb-usb-3.2-gen1-a.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|128GB|PEN|DRIVE|ILUXE|CUBE|128GB,-,-,-,-,-,-,-,-,66101,Pen Drive Patriot iLuxe Cube 128Gb Usb 3.2 Gen1 C,Patriot,149999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50165-pen-drive-patriot-iluxe-cube-128gb-usb-3.2-gen1-c.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|256GB|PEN|DRIVE|ILUXE|CUBE|256GB,-,-,-,-,-,-,-,-,66102,Pen Drive Patriot iLuxe Cube 256Gb Usb 3.2 Gen1 A,Patriot,180999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50166-pen-drive-patriot-iluxe-cube-256gb-usb-3.2-gen1-a.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|256GB|PEN|DRIVE|ILUXE|CUBE|256GB,-,-,-,-,-,-,-,-,66103,Pen Drive Patriot iLuxe Cube 256Gb Usb 3.2 Gen1 C,Patriot,180999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50167-pen-drive-patriot-iluxe-cube-256gb-usb-3.2-gen1-c.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|512GB|PEN|DRIVE|ILUXE|CUBE|512GB,-,-,-,-,-,-,-,-,66104,Pen Drive Patriot iLuxe Cube 512Gb Usb 3.2 Gen1 A,Patriot,215999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50168-pen-drive-patriot-iluxe-cube-512gb-usb-3.2-gen1-a.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|512GB|PEN|DRIVE|ILUXE|CUBE|512GB,-,-,-,-,-,-,-,-,66105,Pen Drive Patriot iLuxe Cube 512Gb Usb 3.2 Gen1 C,Patriot,220999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50169-pen-drive-patriot-iluxe-cube-512gb-usb-3.2-gen1-c.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|1000GB|PEN|DRIVE|ILUXE|CUBE|1000GB,-,-,-,-,-,-,-,-,66106,Pen Drive Patriot iLuxe Cube 1Tb Usb 3.2 Gen1 A,Patriot,425999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50170-pen-drive-patriot-iluxe-cube-1tb-usb-3.2-gen1-a.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|1000GB|PEN|DRIVE|ILUXE|CUBE|1000GB,-,-,-,-,-,-,-,-,66107,Pen Drive Patriot iLuxe Cube 1Tb Usb 3.2 Gen1 C,Patriot,420999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50171-pen-drive-patriot-iluxe-cube-1tb-usb-3.2-gen1-c.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|128GB|PEN|DRIVE|ILUXE|STICK|128GB,-,-,-,-,-,-,-,-,66110,Pen Drive Patriot iLuxe Stick 128Gb USB 3.2 Gen1 Type C + Lightning,Patriot,98999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50173-pen-drive-patriot-iluxe-stick-128gb-usb-3.2-gen1-type-c-+-lightning.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|256GB|PEN|DRIVE|ILUXE|STICK|256GB,-,-,-,-,-,-,-,-,66112,Pen Drive Patriot iLuxe Stick 256Gb Usb 3.2 Gen1 Type C + Lightning,Patriot,130999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50174-pen-drive-patriot-iluxe-stick-256gb-usb-3.2-gen1-type-c-+-lightning.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|512GB|PEN|DRIVE|ILUXE|STICK|512GB,-,-,-,-,-,-,-,-,66114,Pen Drive Patriot iLuxe Stick 512Gb Usb 3.2 Gen1 Type C + Lightning,Patriot,195999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50175-pen-drive-patriot-iluxe-stick-512gb-usb-3.2-gen1-type-c-+-lightning.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|PATRIOT|1000GB|PEN|DRIVE|ILUXE|STICK|1000GB,-,-,-,-,-,-,-,-,66116,Pen Drive Patriot iLuxe Stick 1Tb Usb 3.2 Gen1 Type C + Lightning,Patriot,290999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/50176-pen-drive-patriot-iluxe-stick-1tb-usb-3.2-gen1-type-c-+-lightning.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|KINGSTON||PEN|DRIVE|64|DTX|EXODIA,-,-,-,-,-,-,-,-,66156,Pen Drive 64 Gb Kingston - DTX Exodia Negro,Kingston,14999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/42049-pen-drive-64-gb-kingston-dtx-exodia-negro.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|KINGSTON||PEN|DRIVE|128|EXODIA|DTX,-,-,-,-,-,-,-,-,66298,Pen Drive 128 Gb Kingston Exodia DTX Negro,Kingston,25999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/47243-pen-drive-128-gb-kingston-exodia-dtx-negro.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|KINGSTON||PEN|DRIVE|256|DTX|EXODIA,-,-,-,-,-,-,-,-,66302,Pen Drive 256 Gb Kingston DTX Exodia,Kingston,56839.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/45646-pen-drive-256-gb-kingston-dtx-exodia.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|KINGSTON||MICROSD|64|CANVAS|GO|GEN4,-,-,-,-,-,-,-,-,66331,Memoria MicroSd 64 Gb Canvas Go Plus Gen4 Kingston 4k,Kingston,64999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/51119-memoria-microsd-64-gb-canvas-go-plus-gen4-kingston-4k.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|KINGSTON||SD|64|CANVAS|GO|GEN4,-,-,-,-,-,-,-,-,66332,Memoria SD 64 Gb Canvas Go Plus Gen4 Kingston 4k,Kingston,35999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/49897-memoria-sd-64-gb-canvas-go-plus-gen4-kingston-4k.html,-,-,-,-,-,-,-,-,-,-,-
solo_mexx,almacenamiento,almacenamiento|KINGSTON||SD|128|CANVAS|GO|GEN4,-,-,-,-,-,-,-,-,66333,Memoria SD 128 Gb Canvas Go Plus Gen4 Kingston 4k,Kingston,43999.0,EN STOCK,-,-,https://www.mexx.com.ar/productos-rubro/almacenamiento/49898-memoria-sd-128-gb-canvas-go-plus-gen4-kingston-4k.html,-,-,-,-,-,-,-,-,-,-,-
solo_compragamer,fuentes,fuentes|SEASONIC|650W|80 PLUS BRONZE|650W|80|BRONZE|S12III|SSR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9374.0,Fuente Seasonic 650W 80 Plus Bronze S12III SSR-650GB3,Seasonic,97540.0,True,-,-,https://compragamer.com/producto/Fuente_Seasonic_650W_80_Plus_Bronze_S12III_SSR_650GB3_9374?cate=34,-,-
solo_compragamer,fuentes,fuentes|SEGOTEP|500W||500W|CABLES|LARGOS|23A|120MM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9871.0,Fuente Segotep 500W ATX Cables Largos 23a Cooler 120mm Negro,Segotep,25900.0,True,-,-,https://compragamer.com/producto/Fuente_Segotep_500W_ATX_Cables_Largos_23a_Cooler_120mm_Negro_9871?cate=34,-,-
solo_compragamer,fuentes,fuentes|ADATA|650W|80 PLUS BRONZE|XPG|650W|80|BRONZE|PYLON,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11735.0,Fuente ADATA XPG 650W 80 Plus Bronze PYLON,Adata,82550.0,True,-,-,https://compragamer.com/producto/Fuente_ADATA_XPG_650W_80_Plus_Bronze_PYLON_11735?cate=34,-,-
solo_compragamer,fuentes,fuentes|ADATA|750W|80 PLUS BRONZE|XPG|750W|80|BRONZE|PYLON,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11736.0,Fuente ADATA XPG 750W 80 Plus Bronze PYLON,Adata,93980.0,True,-,-,https://compragamer.com/producto/Fuente_ADATA_XPG_750W_80_Plus_Bronze_PYLON_11736?cate=34,-,-
solo_compragamer,fuentes,fuentes|CORSAIR|750W||750W|CYBENETICS|GOLD|RM750E|FULL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18124.0,Fuente Corsair 750W Cybenetics Gold RM750e Full Modular ATX 3.1 PCIe 5.1,Corsair,164280.0,True,-,-,https://compragamer.com/producto/Fuente_Corsair_750W_Cybenetics_Gold_RM750e_Full_Modular_ATX_3_1_PCIe_5_1_18124?cate=34,-,-
solo_compragamer,fuentes,fuentes|ASROCK|850W|80 PLUS GOLD|850W|80|GOLD|STEEL|LEGEND,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18172.0,Fuente Asrock 850W 80 Plus Gold Steel Legend Full Modular ATX 3.1 PCIe 5.1 Cybenetics Platinum,Asrock,152850.0,True,-,-,https://compragamer.com/producto/Fuente_Asrock_850W_80_Plus_Gold_Steel_Legend_Full_Modular_ATX_3_1_PCIe_5_1_Cybenetics_Platinum_18172?cate=34,-,-
solo_compragamer,fuentes,fuentes|ASROCK|650W|80 PLUS BRONZE|650W|80|BRONZE|CHALLENGER|CL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18176.0,Fuente Asrock 650W 80 Plus Bronze Challenger CL-650B,Asrock,70300.0,True,-,-,https://compragamer.com/producto/Fuente_Asrock_650W_80_Plus_Bronze_Challenger_CL_650B_18176?cate=34,-,-
solo_compragamer,fuentes,fuentes|DEEPCOOL|550W|80 PLUS BRONZE|550W|80|BRONZE|PL550D,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18201.0,Fuente Deepcool 550W 80 Plus Bronze PL550D ATX 3.1 PCIe 5.1,Deepcool,67700.0,True,-,-,https://compragamer.com/producto/Fuente_Deepcool_550W_80_Plus_Bronze_PL550D_ATX_3_1_PCIe_5_1_18201?cate=34,-,-
