source,source_label,category,name,price_ars,url,article,brand,availability,page,scraped_at
fullh4rd.com.ar,fullh4rd,procesadores,MICROPROCESADOR,138478,https://fullh4rd.com.ar/cat/supra/1/microprocesador/1,2,,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 5 5500 S/VIDEO C/COOLER,165099,https://fullh4rd.com.ar/cat/supra/1/microprocesador/2/menor,3,AMD,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL PENTIUM G7400 S1700,178299,https://fullh4rd.com.ar/cat/supra/1/microprocesador/2/menor,4,Intel,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I3 14100F S/VIDEO C/COOLER S1700,183530,https://fullh4rd.com.ar/cat/supra/1/microprocesador/2/menor,5,Intel,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 5 8500G C/VIDEO C/COOLER AM5,235939,https://fullh4rd.com.ar/cat/supra/1/microprocesador/2/menor,6,AMD,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 7 5700 S/VIDEO C/COOLER AM4,247400,https://fullh4rd.com.ar/cat/supra/1/microprocesador/2/menor,7,AMD,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 5 5600GT TRAY C/VIDEO S/COOLER AM4,256239,https://fullh4rd.com.ar/cat/supra/1/microprocesador/2/menor,8,AMD,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 5 8400F S/VIDEO C/COOLER AM5,258189,https://fullh4rd.com.ar/cat/supra/1/microprocesador/2/menor,9,AMD,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 5 5600GT C/VIDEO C/COOLER AM4 SIMIL 5600G,261399,https://fullh4rd.com.ar/cat/supra/1/microprocesador/2/menor,10,AMD,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I5 12400F S/VIDEO S1700,261490,https://fullh4rd.com.ar/cat/supra/1/microprocesador/2/menor,11,Intel,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE ULTRA 5 225F S/VIDEO C/COOLER S1851,277549,https://fullh4rd.com.ar/cat/supra/1/microprocesador/2/menor,12,Intel,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I5 14400F TRAY S/VIDEO S/COOLER S1700,279050,https://fullh4rd.com.ar/cat/supra/1/microprocesador/2/menor,13,Intel,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,CARRITO,0,https://fullh4rd.com.ar/cat/supra/1/microprocesador/3/menor,1,,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICROPROCESADOR,281119,https://fullh4rd.com.ar/cat/supra/1/microprocesador/1,2,,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 7 5700X TRAY S/VIDEO S/COOLER AM4,304850,https://fullh4rd.com.ar/cat/supra/1/microprocesador/3/menor,3,AMD,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 7 5700G C/VIDEO C/COOLER AM4 MEJOR Q 5600GT,313089,https://fullh4rd.com.ar/cat/supra/1/microprocesador/3/menor,4,AMD,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 7 5700G TRAY C/VIDEO S/COOLER AM4,319429,https://fullh4rd.com.ar/cat/supra/1/microprocesador/3/menor,5,AMD,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I5 14400 TRAY C/VIDEO S/COOLER S1700,322869,https://fullh4rd.com.ar/cat/supra/1/microprocesador/3/menor,6,Intel,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I5 12400 TRAY C/VIDEO S/COOLER S1700,323389,https://fullh4rd.com.ar/cat/supra/1/microprocesador/3/menor,7,Intel,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 5 7600 C/VIDEO C/COOLER AM5,339499,https://fullh4rd.com.ar/cat/supra/1/microprocesador/3/menor,8,AMD,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE ULTRA 5 225 C/VIDEO C/COOLER S1851,341220,https://fullh4rd.com.ar/cat/supra/1/microprocesador/3/menor,9,Intel,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 5 5500X3D S/VIDEO S/COOLER,344449,https://fullh4rd.com.ar/cat/supra/1/microprocesador/3/menor,10,AMD,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 5 7600X C/VIDEO S/COOLER AM5,346800,https://fullh4rd.com.ar/cat/supra/1/microprocesador/3/menor,11,AMD,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 7 5700X S/VIDEO S/COOLER,348539,https://fullh4rd.com.ar/cat/supra/1/microprocesador/3/menor,12,AMD,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE ULTRA 5 245KF S/VIDEO S/COOLER S1851,361749,https://fullh4rd.com.ar/cat/supra/1/microprocesador/3/menor,13,Intel,,1,2026-05-26T10:46:21
fullh4rd.com.ar,fullh4rd,procesadores,CARRITO,0,https://fullh4rd.com.ar/cat/supra/1/microprocesador/4/menor,1,,,1,2026-05-26T10:46:22
fullh4rd.com.ar,fullh4rd,procesadores,MICROPROCESADOR,376709,https://fullh4rd.com.ar/cat/supra/1/microprocesador/1,2,,,1,2026-05-26T10:46:22
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 5 9600X C/VIDEO S/COOLER AM5,386990,https://fullh4rd.com.ar/cat/supra/1/microprocesador/4/menor,3,AMD,,1,2026-05-26T10:46:22
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I5 14400 C/VIDEO C/COOLER S1700,390079,https://fullh4rd.com.ar/cat/supra/1/microprocesador/4/menor,4,Intel,,1,2026-05-26T10:46:22
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE ULTRA 5 245K C/VIDEO S/COOLER S1851,390850,https://fullh4rd.com.ar/cat/supra/1/microprocesador/4/menor,5,Intel,,1,2026-05-26T10:46:22
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I5 12400 C/VIDEO C/COOLER S1700,391195,https://fullh4rd.com.ar/cat/supra/1/microprocesador/4/menor,6,Intel,,1,2026-05-26T10:46:22
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 7 8700F S/VIDEO C/COOLER AM5,394007,https://fullh4rd.com.ar/cat/supra/1/microprocesador/4/menor,7,AMD,,1,2026-05-26T10:46:22
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 5 9600 C/VIDEO C/COOLER AM5,395969,https://fullh4rd.com.ar/cat/supra/1/microprocesador/4/menor,8,AMD,,1,2026-05-26T10:46:22
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE ULTRA 5 250K PLUS C/VIDEO S/COOLER S1851,404559,https://fullh4rd.com.ar/cat/supra/1/microprocesador/4/menor,9,Intel,,1,2026-05-26T10:46:22
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 7 8700G C/VIDEO C/COOLER AM5,405319,https://fullh4rd.com.ar/cat/supra/1/microprocesador/4/menor,10,AMD,,1,2026-05-26T10:46:22
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 7 5800XT S/VIDEO S/COOLER AM4,448519,https://fullh4rd.com.ar/cat/supra/1/microprocesador/4/menor,11,AMD,,1,2026-05-26T10:46:22
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE ULTRA 5 235 C/VIDEO C/COOLER S1851,469230,https://fullh4rd.com.ar/cat/supra/1/microprocesador/4/menor,12,Intel,,1,2026-05-26T10:46:22
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I5 14600KF S/VIDEO S/COOLER S1700,469909,https://fullh4rd.com.ar/cat/supra/1/microprocesador/4/menor,13,Intel,,1,2026-05-26T10:46:22
fullh4rd.com.ar,fullh4rd,procesadores,CARRITO,0,https://fullh4rd.com.ar/cat/supra/1/microprocesador/5/menor,1,,,1,2026-05-26T10:46:23
fullh4rd.com.ar,fullh4rd,procesadores,MICROPROCESADOR,494200,https://fullh4rd.com.ar/cat/supra/1/microprocesador/1,2,,,1,2026-05-26T10:46:23
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 7 9700X TRAY C/VIDEO S/COOLER AM5,519059,https://fullh4rd.com.ar/cat/supra/1/microprocesador/5/menor,3,AMD,,1,2026-05-26T10:46:23
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I5 14600K C/VIDEO S/COOLER S1700,521739,https://fullh4rd.com.ar/cat/supra/1/microprocesador/5/menor,4,Intel,,1,2026-05-26T10:46:23
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 7 7700 C/VIDEO C/COOLER AM5,533239,https://fullh4rd.com.ar/cat/supra/1/microprocesador/5/menor,5,AMD,,1,2026-05-26T10:46:23
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE ULTRA 7 265KF S/VIDEO S/COOLER S1851,534460,https://fullh4rd.com.ar/cat/supra/1/microprocesador/5/menor,6,Intel,,1,2026-05-26T10:46:23
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 7 7700X C/VIDEO S/COOLER AM5,555529,https://fullh4rd.com.ar/cat/supra/1/microprocesador/5/menor,7,AMD,,1,2026-05-26T10:46:23
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 9 5900XT S/COOLER S/VIDEO,564090,https://fullh4rd.com.ar/cat/supra/1/microprocesador/5/menor,8,AMD,,1,2026-05-26T10:46:23
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I7 12700 C/VIDEO C/COOLER +Q 12700F,573740,https://fullh4rd.com.ar/cat/supra/1/microprocesador/5/menor,9,Intel,,1,2026-05-26T10:46:23
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 7 9700X C/VIDEO S/COOLER AM5,576479,https://fullh4rd.com.ar/cat/supra/1/microprocesador/5/menor,10,AMD,,1,2026-05-26T10:46:23
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE ULTRA 7 265F S/VIDEO C/COOLER S1851,598720,https://fullh4rd.com.ar/cat/supra/1/microprocesador/5/menor,11,Intel,,1,2026-05-26T10:46:23
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE ULTRA 7 270K PLUS C/VIDEO S/COOLER S1851,605950,https://fullh4rd.com.ar/cat/supra/1/microprocesador/5/menor,12,Intel,,1,2026-05-26T10:46:23
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 9 7900 C/VIDEO S/COOLER AM5,615280,https://fullh4rd.com.ar/cat/supra/1/microprocesador/5/menor,13,AMD,,1,2026-05-26T10:46:23
fullh4rd.com.ar,fullh4rd,procesadores,CARRITO,0,https://fullh4rd.com.ar/cat/supra/1/microprocesador/6/menor,1,,,1,2026-05-26T10:46:24
fullh4rd.com.ar,fullh4rd,procesadores,MICROPROCESADOR,622159,https://fullh4rd.com.ar/cat/supra/1/microprocesador/1,2,,,1,2026-05-26T10:46:24
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I7 14700 C/VIDEO C/COOLER S1700,624800,https://fullh4rd.com.ar/cat/supra/1/microprocesador/6/menor,3,Intel,,1,2026-05-26T10:46:24
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I7 14700F S/VIDEO C/COOLER S1700,637900,https://fullh4rd.com.ar/cat/supra/1/microprocesador/6/menor,4,Intel,,1,2026-05-26T10:46:24
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE ULTRA 7 265K C/VIDEO S/COOLER S1851,652290,https://fullh4rd.com.ar/cat/supra/1/microprocesador/6/menor,5,Intel,,1,2026-05-26T10:46:24
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE ULTRA 7 265 C/VIDEO C/COOLER S1851,656820,https://fullh4rd.com.ar/cat/supra/1/microprocesador/6/menor,6,Intel,,1,2026-05-26T10:46:24
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 9 7900X C/VIDEO S/COOLER AM5,658259,https://fullh4rd.com.ar/cat/supra/1/microprocesador/6/menor,7,AMD,,1,2026-05-26T10:46:24
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 7 7800X3D TRAY C/VIDEO S/COOLER AM5,659047,https://fullh4rd.com.ar/cat/supra/1/microprocesador/6/menor,8,AMD,,1,2026-05-26T10:46:24
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 7 7800X3D C/VIDEO S/COOLER AM5,691454,https://fullh4rd.com.ar/cat/supra/1/microprocesador/6/menor,9,AMD,,1,2026-05-26T10:46:24
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I9 12900 C/VIDEO C/COOLER S1700 OFERTA A PRECIO I7,709019,https://fullh4rd.com.ar/cat/supra/1/microprocesador/6/menor,10,Intel,,1,2026-05-26T10:46:24
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I9 12900K S/COOLER S1700,723429,https://fullh4rd.com.ar/cat/supra/1/microprocesador/6/menor,11,Intel,,1,2026-05-26T10:46:24
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 9 9900X C/VIDEO S/COOLER AM5,750649,https://fullh4rd.com.ar/cat/supra/1/microprocesador/6/menor,12,AMD,,1,2026-05-26T10:46:24
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I7 14700K C/VIDEO S/COOLER S1700,757029,https://fullh4rd.com.ar/cat/supra/1/microprocesador/6/menor,13,Intel,,1,2026-05-26T10:46:24
fullh4rd.com.ar,fullh4rd,procesadores,CARRITO,0,https://fullh4rd.com.ar/cat/supra/1/microprocesador/7/menor,1,,,1,2026-05-26T10:46:25
fullh4rd.com.ar,fullh4rd,procesadores,MICROPROCESADOR,771916,https://fullh4rd.com.ar/cat/supra/1/microprocesador/1,2,,,1,2026-05-26T10:46:25
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I9 14900KF S/VIDEO S/COOLER S1700,887999,https://fullh4rd.com.ar/cat/supra/1/microprocesador/7/menor,3,Intel,,1,2026-05-26T10:46:25
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 7 9850X3D C/VIDEO S/COOLER AM5,918869,https://fullh4rd.com.ar/cat/supra/1/microprocesador/7/menor,4,AMD,,1,2026-05-26T10:46:25
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 9 9950X TRAY C/VIDEO S/COOLER AM5,926880,https://fullh4rd.com.ar/cat/supra/1/microprocesador/7/menor,5,AMD,,1,2026-05-26T10:46:25
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I9 14900K C/VIDEO S/COOLER S1700,992860,https://fullh4rd.com.ar/cat/supra/1/microprocesador/7/menor,6,Intel,,1,2026-05-26T10:46:25
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 9 9950X C/VIDEO S/COOLER AM5,997719,https://fullh4rd.com.ar/cat/supra/1/microprocesador/7/menor,7,AMD,,1,2026-05-26T10:46:25
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 9 9900X3D C/VIDEO S/COOLER AM5,1025850,https://fullh4rd.com.ar/cat/supra/1/microprocesador/7/menor,8,AMD,,1,2026-05-26T10:46:25
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I9 14900F S/VIDEO C/COOLER S1700,1035449,https://fullh4rd.com.ar/cat/supra/1/microprocesador/7/menor,9,Intel,,1,2026-05-26T10:46:25
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE ULTRA 9 285K C/VIDEO S/COOLER S1851,1079489,https://fullh4rd.com.ar/cat/supra/1/microprocesador/7/menor,10,Intel,,1,2026-05-26T10:46:25
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE I9 14900 C/VIDEO C/COOLER S1700,1108319,https://fullh4rd.com.ar/cat/supra/1/microprocesador/7/menor,11,Intel,,1,2026-05-26T10:46:25
fullh4rd.com.ar,fullh4rd,procesadores,MICRO INTEL CORE ULTRA 9 285 C/VIDEO C/COOLER S1851,1136060,https://fullh4rd.com.ar/cat/supra/1/microprocesador/7/menor,12,Intel,,1,2026-05-26T10:46:25
fullh4rd.com.ar,fullh4rd,procesadores,MICRO AMD RYZEN 9 9950X3D C/VIDEO S/COOLER AM5,1259020,https://fullh4rd.com.ar/cat/supra/1/microprocesador/7/menor,13,AMD,,1,2026-05-26T10:46:25
fullh4rd.com.ar,fullh4rd,procesadores,CARRITO,0,https://fullh4rd.com.ar/cat/supra/1/microprocesador/8/menor,1,,,1,2026-05-26T10:46:26
fullh4rd.com.ar,fullh4rd,procesadores,MICROPROCESADOR,1690489,https://fullh4rd.com.ar/cat/supra/1/microprocesador/1,2,,,1,2026-05-26T10:46:26
