source,category,name,price_ars,url,article,brand,availability,page,scraped_at
mexx,mothers,Motherboard AM4 - Biostar B450M HP,73859,https://www.mexx.com.ar/productos-rubro/motherboards/47600-motherboard-am4-biostar-b450m-hp.html,19217,Biostar,EN STOCK,1,2026-05-23T23:08:05
mexx,mothers,Motherboard AM4 - Msi B550M PRO VDH WIFI,189999,https://www.mexx.com.ar/productos-rubro/motherboards/44047-motherboard-am4-msi-b550m-pro-vdh-wifi.html,19560,Msi,EN STOCK,1,2026-05-23T23:08:05
mexx,mothers,Motherboard AM5 - Msi PRO B840M-P WIFI6E,211999,https://www.mexx.com.ar/productos-rubro/motherboards/50533-motherboard-am5-msi-pro-b840m-p-wifi6e.html,19736,Msi,EN STOCK,1,2026-05-23T23:08:05
mexx,mothers,Motherboard AM5 - Msi PRO B850-S WIFI6E,326999,https://www.mexx.com.ar/productos-rubro/motherboards/50719-motherboard-am5-msi-pro-b850-s-wifi6e.html,19738,Msi,EN STOCK,1,2026-05-23T23:08:05
mexx,mothers,Motherboard AM5 - Msi B850 GAMING PLUS WIFI PZ,399999,https://www.mexx.com.ar/productos-rubro/motherboards/50715-motherboard-am5-msi-b850-gaming-plus-wifi-pz.html,19739,Msi,EN STOCK,1,2026-05-23T23:08:05
mexx,mothers,Motherboard AM5 - Msi B850 GAMING PLUS WIFI,359219,https://www.mexx.com.ar/productos-rubro/motherboards/49125-motherboard-am5-msi-b850-gaming-plus-wifi.html,19741,Msi,EN STOCK,1,2026-05-23T23:08:05
mexx,mothers,Motherboard AM5 - Msi B850M GAMING PLUS WIFI6E,301999,https://www.mexx.com.ar/productos-rubro/motherboards/50534-motherboard-am5-msi-b850m-gaming-plus-wifi6e.html,19743,Msi,EN STOCK,1,2026-05-23T23:08:05
mexx,mothers,Motherboard AM5 - Msi B850M GAMING PRO WIFI6E,348139,https://www.mexx.com.ar/productos-rubro/motherboards/50717-motherboard-am5-msi-b850m-gaming-pro-wifi6e.html,19744,Msi,EN STOCK,1,2026-05-23T23:08:05
mexx,mothers,Motherboard AM5 - Msi B850M GAMING WIFI6E,258999,https://www.mexx.com.ar/productos-rubro/motherboards/50718-motherboard-am5-msi-b850m-gaming-wifi6e.html,19745,Msi,EN STOCK,1,2026-05-23T23:08:05
mexx,mothers,Motherboard AM5 - Msi PRO X870-P WIFI,399999,https://www.mexx.com.ar/productos-rubro/motherboards/48041-motherboard-am5-msi-pro-x870-p-wifi.html,19763,Msi,EN STOCK,1,2026-05-23T23:08:05
mexx,mothers,Motherboard AM5 - Msi X870 GAMING PLUS WIFI,440999,https://www.mexx.com.ar/productos-rubro/motherboards/49127-motherboard-am5-msi-x870-gaming-plus-wifi.html,19765,Msi,EN STOCK,1,2026-05-23T23:08:05
mexx,mothers,Motherboard AM5 - Msi PRO X870E-P WIFI,430999,https://www.mexx.com.ar/productos-rubro/motherboards/50535-motherboard-am5-msi-pro-x870e-p-wifi.html,19766,Msi,EN STOCK,1,2026-05-23T23:08:05
mexx,mothers,Motherboard AM4 - Gigabyte A520M-K V2,83899,https://www.mexx.com.ar/productos-rubro/motherboards/45663-motherboard-am4-gigabyte-a520m-k-v2.html,19813,Gigabyte,EN STOCK,2,2026-05-23T23:08:05
mexx,mothers,Motherboard AM5 - Gigabyte B650M D3HP AX,210999,https://www.mexx.com.ar/productos-rubro/motherboards/47637-motherboard-am5-gigabyte-b650m-d3hp-ax.html,20023,Gigabyte,EN STOCK,2,2026-05-23T23:08:05
mexx,mothers,Motherboard AM5 - Gigabyte B650M D3HP,190999,https://www.mexx.com.ar/productos-rubro/motherboards/49648-motherboard-am5-gigabyte-b650m-d3hp.html,20025,Gigabyte,EN STOCK,2,2026-05-23T23:08:05
mexx,mothers,Motherboard AM5 - Gigabyte B840M DS3H,190999,https://www.mexx.com.ar/productos-rubro/motherboards/49450-motherboard-am5-gigabyte-b840m-ds3h.html,20032,Gigabyte,EN STOCK,2,2026-05-23T23:08:05
mexx,mothers,Motherboard AM5 - Gigabyte B840M EAGLE WIFI6,201999,https://www.mexx.com.ar/productos-rubro/motherboards/49451-motherboard-am5-gigabyte-b840m-eagle-wifi6.html,20033,Gigabyte,EN STOCK,2,2026-05-23T23:08:05
