source,category,name,price_ars,url,article,brand,availability,page,scraped_at
mexx,procesadores,Procesador Amd Ryzen 5 5500 3.6 Ghz - AM4 Sin Gpu,152449,https://www.mexx.com.ar/productos-rubro/procesadores/47212-procesador-amd-ryzen-5-5500-3.6-ghz-am4-sin-gpu.html,24153,Amd,EN STOCK,1,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 5 5600GT 4.6 Ghz - AM4,246999,https://www.mexx.com.ar/productos-rubro/procesadores/46852-procesador-amd-ryzen-5-5600gt-4.6-ghz-am4.html,24157,Amd,EN STOCK,1,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 5 7600 5.1 Ghz - AM5,317869,https://www.mexx.com.ar/productos-rubro/procesadores/45656-procesador-amd-ryzen-5-7600-5.1-ghz-am5.html,24164,Amd,EN STOCK,1,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 5 7600X 5.3 Ghz - AM5 Sin Cooler,360899,https://www.mexx.com.ar/productos-rubro/procesadores/44152-procesador-amd-ryzen-5-7600x-5.3-ghz-am5-sin-cooler.html,24165,Amd,EN STOCK,1,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 5 8600G 5.3 Ghz - AM5,265649,https://www.mexx.com.ar/productos-rubro/procesadores/46865-procesador-amd-ryzen-5-8600g-5.3-ghz-am5.html,24166,Amd,EN STOCK,1,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 5 8400F 4.7 Ghz - AM5 Sin Video,245999,https://www.mexx.com.ar/productos-rubro/procesadores/47372-procesador-amd-ryzen-5-8400f-4.7-ghz-am5-sin-video.html,24168,Amd,EN STOCK,1,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 5 9600 5.2 Ghz - AM5,367329,https://www.mexx.com.ar/productos-rubro/procesadores/50159-procesador-amd-ryzen-5-9600-5.2-ghz-am5.html,24170,Amd,EN STOCK,1,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 7 5700 3.7Ghz - AM4 Sin Gpu,255899,https://www.mexx.com.ar/productos-rubro/procesadores/48270-procesador-amd-ryzen-7-5700-3.7ghz-am4-sin-gpu.html,24358,Amd,EN STOCK,1,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 7 5700G 4.6 Ghz - AM4,301009,https://www.mexx.com.ar/productos-rubro/procesadores/40369-procesador-amd-ryzen-7-5700g-4.6-ghz-am4.html,24362,Amd,EN STOCK,1,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 7 5700X 4.6 Ghz - AM4 Sin Cooler,336489,https://www.mexx.com.ar/productos-rubro/procesadores/42712-procesador-amd-ryzen-7-5700x-4.6-ghz-am4-sin-cooler.html,24363,Amd,EN STOCK,1,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 7 7700 5.3 Ghz - AM5,540999,https://www.mexx.com.ar/productos-rubro/procesadores/45551-procesador-amd-ryzen-7-7700-5.3-ghz-am5.html,24364,Amd,EN STOCK,1,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 7 7700X 5.4 Ghz - AM5 Sin Cooler,530999,https://www.mexx.com.ar/productos-rubro/procesadores/44153-procesador-amd-ryzen-7-7700x-5.4-ghz-am5-sin-cooler.html,24365,Amd,EN STOCK,1,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 7 7800X3D 5.0 Ghz - AM5 Sin Cooler,710999,https://www.mexx.com.ar/productos-rubro/procesadores/50970-procesador-amd-ryzen-7-7800x3d-5.0-ghz-am5-sin-cooler.html,24366,Amd,EN STOCK,2,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 7 8700G 5.1 Ghz - AM5,375629,https://www.mexx.com.ar/productos-rubro/procesadores/46866-procesador-amd-ryzen-7-8700g-5.1-ghz-am5.html,24367,Amd,EN STOCK,2,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 7 9700X 5.5 Ghz - AM5 Sin Cooler Con Gpu,571979,https://www.mexx.com.ar/productos-rubro/procesadores/47618-procesador-amd-ryzen-7-9700x-5.5-ghz-am5-sin-cooler-con-gpu.html,24371,Amd,EN STOCK,2,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 7 9800X3D 5.2 Ghz - AM5 Sin Cooler,855799,https://www.mexx.com.ar/productos-rubro/procesadores/48630-procesador-amd-ryzen-7-9800x3d-5.2-ghz-am5-sin-cooler.html,24372,Amd,EN STOCK,2,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 7 9850X3D 5.6 Ghz - AM5 Sin Cooler,1004339,https://www.mexx.com.ar/productos-rubro/procesadores/51283-procesador-amd-ryzen-7-9850x3d-5.6-ghz-am5-sin-cooler.html,24374,Amd,EN STOCK,2,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 9 7900X 5.6 Ghz - AM5 Sin Cooler,610549,https://www.mexx.com.ar/productos-rubro/procesadores/44155-procesador-amd-ryzen-9-7900x-5.6-ghz-am5-sin-cooler.html,24405,Amd,EN STOCK,2,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 9 9900X 5.6 Ghz - AM5 Sin Cooler Con Gpu,706529,https://www.mexx.com.ar/productos-rubro/procesadores/47620-procesador-amd-ryzen-9-9900x-5.6-ghz-am5-sin-cooler-con-gpu.html,24413,Amd,EN STOCK,2,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 9 9900X3D 5.5 Ghz - AM5 Sin Cooler Con Gpu,1057999,https://www.mexx.com.ar/productos-rubro/procesadores/48832-procesador-amd-ryzen-9-9900x3d-5.5-ghz-am5-sin-cooler-con-gpu.html,24415,Amd,EN STOCK,2,2026-05-26T10:05:05
mexx,procesadores,Procesador Amd Ryzen 9 9950X 3D 5.7 Ghz - AM5 Sin Cooler Con Gpu,1190999,https://www.mexx.com.ar/productos-rubro/procesadores/48831-procesador-amd-ryzen-9-9950x-3d-5.7-ghz-am5-sin-cooler-con-gpu.html,24416,Amd,EN STOCK,2,2026-05-26T10:05:05
mexx,procesadores,Procesador Intel Core i3 14100F 4.7 Ghz Raptor Lake 1700 Sin Gpu,190999,https://www.mexx.com.ar/productos-rubro/procesadores/50448-procesador-intel-core-i3-14100f-4.7-ghz-raptor-lake-1700-sin-gpu.html,24749,Intel,EN STOCK,2,2026-05-26T10:05:05
mexx,procesadores,Procesador Intel Core i3 10100F 3.6 Ghz Comet Lake 1200 Sin Gpu,104679,https://www.mexx.com.ar/productos-rubro/procesadores/39007-procesador-intel-core-i3-10100f-3.6-ghz-comet-lake-1200-sin-gpu.html,24751,Intel,EN STOCK,2,2026-05-26T10:05:05
mexx,procesadores,Procesador Intel Core i3 12100F 4.3 Ghz Alder Lake 1700 Sin Gpu,134999,https://www.mexx.com.ar/productos-rubro/procesadores/41939-procesador-intel-core-i3-12100f-4.3-ghz-alder-lake-1700-sin-gpu.html,24753,Intel,EN STOCK,2,2026-05-26T10:05:05
mexx,procesadores,Procesador Intel Core i5 12400F 4.4 Ghz Alder Lake 1700 Sin Gpu,290999,https://www.mexx.com.ar/productos-rubro/procesadores/41761-procesador-intel-core-i5-12400f-4.4-ghz-alder-lake-1700-sin-gpu.html,25172,Intel,EN STOCK,3,2026-05-26T10:05:05
mexx,procesadores,Procesador Intel Core i5 12600KF 4.9 Ghz Alder Lake 1700 Sin Cooler Sin Gpu,335999,https://www.mexx.com.ar/productos-rubro/procesadores/51219-procesador-intel-core-i5-12600kf-4.9-ghz-alder-lake-1700-sin-cooler-sin-gpu.html,25216,Intel,EN STOCK,3,2026-05-26T10:05:05
mexx,procesadores,Procesador Intel Core i7 12700F 4.9 Ghz Alder Lake 1700 Sin Gpu,485999,https://www.mexx.com.ar/productos-rubro/procesadores/41940-procesador-intel-core-i7-12700f-4.9-ghz-alder-lake-1700-sin-gpu.html,25422,Intel,EN STOCK,3,2026-05-26T10:05:05
mexx,procesadores,Procesador Intel Core i7 12700 4.4 Ghz Alder Lake 1700,579619,https://www.mexx.com.ar/productos-rubro/procesadores/42231-procesador-intel-core-i7-12700-4.4-ghz-alder-lake-1700.html,25423,Intel,EN STOCK,3,2026-05-26T10:05:05
mexx,procesadores,Procesador Intel Core i7 14700F 5.4 Ghz Raptor Lake 1700 Sin Gpu,605999,https://www.mexx.com.ar/productos-rubro/procesadores/49340-procesador-intel-core-i7-14700f-5.4-ghz-raptor-lake-1700-sin-gpu.html,25427,Intel,EN STOCK,3,2026-05-26T10:05:05
mexx,procesadores,Procesador Intel Core i7 14700K 5.6 Ghz Raptor Lake 1700 Sin Cooler,722759,https://www.mexx.com.ar/productos-rubro/procesadores/47087-procesador-intel-core-i7-14700k-5.6-ghz-raptor-lake-1700-sin-cooler.html,25429,Intel,EN STOCK,3,2026-05-26T10:05:05
mexx,procesadores,Procesador Intel Core i7 14700KF 5.6 Ghz Raptor Lake 1700 Sin Cooler SinGpu,625999,https://www.mexx.com.ar/productos-rubro/procesadores/47088-procesador-intel-core-i7-14700kf-5.6-ghz-raptor-lake-1700-sin-cooler-singpu.html,25430,Intel,EN STOCK,3,2026-05-26T10:05:05
mexx,procesadores,Procesador Intel Core i9 12900 5.1 Ghz Alder Lake 1700,660999,https://www.mexx.com.ar/productos-rubro/procesadores/42657-procesador-intel-core-i9-12900-5.1-ghz-alder-lake-1700.html,25633,Intel,EN STOCK,3,2026-05-26T10:05:05
mexx,procesadores,Procesador Intel Core i9 12900K 5.2 Ghz Alder Lake 1700 Sin Cooler,680999,https://www.mexx.com.ar/productos-rubro/procesadores/41360-procesador-intel-core-i9-12900k-5.2-ghz-alder-lake-1700-sin-cooler.html,25634,Intel,EN STOCK,3,2026-05-26T10:05:05
